PLSCT00000016654	PANTHER:PTHR10067,PANTHER:PTHR10067:SF2
PLSCT00000005461	PANTHER:PTHR22298,PANTHER:PTHR22298:SF57
PLSCT00000001737	PANTHER:PTHR31240
PLSCT00000020740	PANTHER:PTHR11699,PANTHER:PTHR11699:SF29
PLSCT00000009065	PANTHER:PTHR24413,PANTHER:PTHR24413:SF137
PLSCT00000011263	PANTHER:PTHR23344,PANTHER:PTHR23344:SF19
PLSCT00000016943	PANTHER:PTHR12616
PLSCT00000019757	PANTHER:PTHR31250,PANTHER:PTHR31250:SF1
PLSCT00000005045	PANTHER:PTHR28678
PLSCT00000011618	PANTHER:PTHR11588,PANTHER:PTHR11588:SF48
PLSCT00000018480	PANTHER:PTHR22952,PANTHER:PTHR22952:SF183
PLSCT00000005154	PANTHER:PTHR13136
PLSCT00000007237	PANTHER:PTHR11055
PLSCT00000000323	PANTHER:PTHR13527,PANTHER:PTHR13527:SF0
PLSCT00000008021	PANTHER:PTHR10683,PANTHER:PTHR10683:SF6
PLSCT00000002609	PANTHER:PTHR10795,PANTHER:PTHR10795:SF157
PLSCT00000008915	PANTHER:PTHR23155
PLSCT00000009522	PANTHER:PTHR33052,PANTHER:PTHR33052:SF3
PLSCT00000020138	PANTHER:PTHR11748,PANTHER:PTHR11748:SF35
PLSCT00000005775	PANTHER:PTHR12848,PANTHER:PTHR12848:SF16
PLSCT00000011510	PANTHER:PTHR24322
PLSCT00000005516	PANTHER:PTHR11274,PANTHER:PTHR11274:SF0
PLSCT00000002119	PANTHER:PTHR22753,PANTHER:PTHR22753:SF8
PLSCT00000009407	PANTHER:PTHR12385,PANTHER:PTHR12385:SF47
PLSCT00000012571	PANTHER:PTHR12183,PANTHER:PTHR12183:SF16
PLSCT00000002139	PANTHER:PTHR34209,PANTHER:PTHR34209:SF2
PLSCT00000000875	PANTHER:PTHR15271
PLSCT00000017557	PANTHER:PTHR23346,PANTHER:PTHR23346:SF19
PLSCT00000013347	PANTHER:PTHR12947,PANTHER:PTHR12947:SF4
PLSCT00000020351	PANTHER:PTHR23346,PANTHER:PTHR23346:SF7
PLSCT00000007278	PANTHER:PTHR15092,PANTHER:PTHR15092:SF22
PLSCT00000020423	PANTHER:PTHR23257,PANTHER:PTHR23257:SF347
PLSCT00000001209	PANTHER:PTHR10174,PANTHER:PTHR10174:SF100
PLSCT00000010429	PANTHER:PTHR19303,PANTHER:PTHR19303:SF170
PLSCT00000016737	PANTHER:PTHR15486,PANTHER:PTHR15486:SF7
PLSCT00000005273	PANTHER:PTHR13343,PANTHER:PTHR13343:SF13
PLSCT00000007704	PANTHER:PTHR14304,PANTHER:PTHR14304:SF11
PLSCT00000012718	PANTHER:PTHR32208,PANTHER:PTHR32208:SF8
PLSCT00000002524	PANTHER:PTHR11482,PANTHER:PTHR11482:SF36
PLSCT00000006504	PANTHER:PTHR10026,PANTHER:PTHR10026:SF13
PLSCT00000004968	PANTHER:PTHR20855,PANTHER:PTHR20855:SF32
PLSCT00000002900	PANTHER:PTHR31210,PANTHER:PTHR31210:SF10
PLSCT00000017808	PANTHER:PTHR11851,PANTHER:PTHR11851:SF153
PLSCT00000000265	PANTHER:PTHR18929,PANTHER:PTHR18929:SF74
PLSCT00000021231	PANTHER:PTHR27000,PANTHER:PTHR27000:SF181
PLSCT00000019664	PANTHER:PTHR14194,PANTHER:PTHR14194:SF78
PLSCT00000021229	PANTHER:PTHR11964
PLSCT00000013840	PANTHER:PTHR33033,PANTHER:PTHR33033:SF22
PLSCT00000019941	PANTHER:PTHR10174,PANTHER:PTHR10174:SF149
PLSCT00000018834	PANTHER:PTHR28052,PANTHER:PTHR28052:SF1
PLSCT00000018688	PANTHER:PTHR19957,PANTHER:PTHR19957:SF108
PLSCT00000005738	PANTHER:PTHR34051,PANTHER:PTHR34051:SF1
PLSCT00000005012	PANTHER:PTHR11361,PANTHER:PTHR11361:SF89
PLSCT00000004162	PANTHER:PTHR24015
PLSCT00000002866	PANTHER:PTHR11680,PANTHER:PTHR11680:SF7
PLSCT00000013759	PANTHER:PTHR31235
PLSCT00000006921	PANTHER:PTHR11695,PANTHER:PTHR11695:SF281
PLSCT00000011089	PANTHER:PTHR13285,PANTHER:PTHR13285:SF18
PLSCT00000008683	PANTHER:PTHR12496,PANTHER:PTHR12496:SF0
PLSCT00000012002	PANTHER:PTHR24326,PANTHER:PTHR24326:SF290
PLSCT00000018139	PANTHER:PTHR27001,PANTHER:PTHR27001:SF21
PLSCT00000004282	PANTHER:PTHR10869,PANTHER:PTHR10869:SF42
PLSCT00000009963	PANTHER:PTHR10641,PANTHER:PTHR10641:SF465
PLSCT00000007727	PANTHER:PTHR11937,PANTHER:PTHR11937:SF13
PLSCT00000016100	PANTHER:PTHR10332,PANTHER:PTHR10332:SF35
PLSCT00000008762	PANTHER:PTHR11699,PANTHER:PTHR11699:SF171
PLSCT00000004601	PANTHER:PTHR11946,PANTHER:PTHR11946:SF7
PLSCT00000018546	PANTHER:PTHR30454
PLSCT00000003142	PANTHER:PTHR13780,PANTHER:PTHR13780:SF22
PLSCT00000009049	PANTHER:PTHR13134,PANTHER:PTHR13134:SF3
PLSCT00000007834	PANTHER:PTHR23073,PANTHER:PTHR23073:SF12
PLSCT00000013778	PANTHER:PTHR11627,PANTHER:PTHR11627:SF6
PLSCT00000010737	PANTHER:PTHR13803,PANTHER:PTHR13803:SF11
PLSCT00000008419	PANTHER:PTHR31711
PLSCT00000002758	PANTHER:PTHR10709,PANTHER:PTHR10709:SF2
PLSCT00000006007	PANTHER:PTHR13132,PANTHER:PTHR13132:SF29
PLSCT00000003702	PANTHER:PTHR10314,PANTHER:PTHR10314:SF125
PLSCT00000013653	PANTHER:PTHR10543,PANTHER:PTHR10543:SF37
PLSCT00000009853	PANTHER:PTHR12233,PANTHER:PTHR12233:SF6
PLSCT00000010741	PANTHER:PTHR13803,PANTHER:PTHR13803:SF11
PLSCT00000013145	PANTHER:PTHR24423,PANTHER:PTHR24423:SF561
PLSCT00000003849	PANTHER:PTHR11647,PANTHER:PTHR11647:SF1
PLSCT00000008273	PANTHER:PTHR21230,PANTHER:PTHR21230:SF33
PLSCT00000019919	PANTHER:PTHR10183,PANTHER:PTHR10183:SF267
PLSCT00000014746	PANTHER:PTHR22931,PANTHER:PTHR22931:SF9
PLSCT00000019024	PANTHER:PTHR24031,PANTHER:PTHR24031:SF248
PLSCT00000001427	PANTHER:PTHR24073,PANTHER:PTHR24073:SF475
PLSCT00000002224	PANTHER:PTHR12670,PANTHER:PTHR12670:SF4
PLSCT00000014385	PANTHER:PTHR12411,PANTHER:PTHR12411:SF344
PLSCT00000012826	PANTHER:PTHR14190,PANTHER:PTHR14190:SF7
PLSCT00000016264	PANTHER:PTHR10666
PLSCT00000016982	PANTHER:PTHR10110,PANTHER:PTHR10110:SF86
PLSCT00000013148	PANTHER:PTHR34944
PLSCT00000012010	PANTHER:PTHR34573,PANTHER:PTHR34573:SF1
PLSCT00000012895	PANTHER:PTHR10744
PLSCT00000008788	PANTHER:PTHR24015
PLSCT00000013646	PANTHER:PTHR10412,PANTHER:PTHR10412:SF10
PLSCT00000005491	PANTHER:PTHR35118
PLSCT00000013044	PANTHER:PTHR10366,PANTHER:PTHR10366:SF308
PLSCT00000020841	PANTHER:PTHR13215,PANTHER:PTHR13215:SF6
PLSCT00000000242	PANTHER:PTHR21366,PANTHER:PTHR21366:SF4
PLSCT00000020630	PANTHER:PTHR12947,PANTHER:PTHR12947:SF4
PLSCT00000019488	PANTHER:PTHR24296,PANTHER:PTHR24296:SF8
PLSCT00000009025	PANTHER:PTHR10209,PANTHER:PTHR10209:SF155
PLSCT00000017961	PANTHER:PTHR24356,PANTHER:PTHR24356:SF155
PLSCT00000019022	PANTHER:PTHR11668,PANTHER:PTHR11668:SF267
PLSCT00000011622	PANTHER:PTHR21442,PANTHER:PTHR21442:SF0
PLSCT00000018901	PANTHER:PTHR10209
PLSCT00000003608	PANTHER:PTHR31218,PANTHER:PTHR31218:SF17
PLSCT00000001934	PANTHER:PTHR11003,PANTHER:PTHR11003:SF135
PLSCT00000004583	PANTHER:PTHR23139,PANTHER:PTHR23139:SF8
PLSCT00000011716	PANTHER:PTHR22298
PLSCT00000018511	PANTHER:PTHR11071
PLSCT00000020208	PANTHER:PTHR11649,PANTHER:PTHR11649:SF5
PLSCT00000021042	PANTHER:PTHR11926
PLSCT00000009411	PANTHER:PTHR24064,PANTHER:PTHR24064:SF273
PLSCT00000015521	PANTHER:PTHR31407,PANTHER:PTHR31407:SF14
PLSCT00000019149	PANTHER:PTHR32285,PANTHER:PTHR32285:SF9
PLSCT00000019710	PANTHER:PTHR10064
PLSCT00000001697	PANTHER:PTHR24221,PANTHER:PTHR24221:SF127
PLSCT00000018325	PANTHER:PTHR24351,PANTHER:PTHR24351:SF59
PLSCT00000002842	PANTHER:PTHR11802,PANTHER:PTHR11802:SF3
PLSCT00000003314	PANTHER:PTHR11662,PANTHER:PTHR11662:SF232
PLSCT00000010155	PANTHER:PTHR31136,PANTHER:PTHR31136:SF1
PLSCT00000017147	PANTHER:PTHR11851,PANTHER:PTHR11851:SF153
PLSCT00000007351	PANTHER:PTHR23249,PANTHER:PTHR23249:SF16
PLSCT00000021041	PANTHER:PTHR21090
PLSCT00000005235	PANTHER:PTHR12791,PANTHER:PTHR12791:SF34
PLSCT00000017187	PANTHER:PTHR23089,PANTHER:PTHR23089:SF7
PLSCT00000007357	PANTHER:PTHR23418
PLSCT00000017789	PANTHER:PTHR22959,PANTHER:PTHR22959:SF0
PLSCT00000019576	PANTHER:PTHR12821,PANTHER:PTHR12821:SF0
PLSCT00000000357	PANTHER:PTHR34203,PANTHER:PTHR34203:SF2
PLSCT00000011776	PANTHER:PTHR24012,PANTHER:PTHR24012:SF487
PLSCT00000006262	PANTHER:PTHR11702,PANTHER:PTHR11702:SF3
PLSCT00000015871	PANTHER:PTHR13743,PANTHER:PTHR13743:SF57
PLSCT00000006473	PANTHER:PTHR11075,PANTHER:PTHR11075:SF9
PLSCT00000013185	PANTHER:PTHR22594,PANTHER:PTHR22594:SF6
PLSCT00000017237	PANTHER:PTHR10108,PANTHER:PTHR10108:SF772
PLSCT00000005808	PANTHER:PTHR11661,PANTHER:PTHR11661:SF6
PLSCT00000014819	PANTHER:PTHR24067,PANTHER:PTHR24067:SF35
PLSCT00000008067	PANTHER:PTHR35719,PANTHER:PTHR35719:SF2
PLSCT00000015541	PANTHER:PTHR23063,PANTHER:PTHR23063:SF1
PLSCT00000016138	PANTHER:PTHR22951
PLSCT00000008789	PANTHER:PTHR18063
PLSCT00000019223	PANTHER:PTHR11851,PANTHER:PTHR11851:SF145
PLSCT00000010592	PANTHER:PTHR19847
PLSCT00000010752	PANTHER:PTHR24006,PANTHER:PTHR24006:SF470
PLSCT00000008038	PANTHER:PTHR13872,PANTHER:PTHR13872:SF1
PLSCT00000018575	PANTHER:PTHR23077,PANTHER:PTHR23077:SF27
PLSCT00000018642	PANTHER:PTHR21567
PLSCT00000010303	PANTHER:PTHR23315
PLSCT00000017200	PANTHER:PTHR24006
PLSCT00000010981	PANTHER:PTHR12553,PANTHER:PTHR12553:SF38
PLSCT00000019486	PANTHER:PTHR31606
PLSCT00000017144	PANTHER:PTHR11200
PLSCT00000011657	PANTHER:PTHR11746
PLSCT00000014571	PANTHER:PTHR10168
PLSCT00000015838	PANTHER:PTHR20941,PANTHER:PTHR20941:SF1
PLSCT00000009543	PANTHER:PTHR24221,PANTHER:PTHR24221:SF112
PLSCT00000007221	PANTHER:PTHR11468,PANTHER:PTHR11468:SF3
PLSCT00000004105	PANTHER:PTHR10209,PANTHER:PTHR10209:SF155
PLSCT00000016143	PANTHER:PTHR10774
PLSCT00000014851	PANTHER:PTHR11413,PANTHER:PTHR11413:SF55
PLSCT00000003253	PANTHER:PTHR15245,PANTHER:PTHR15245:SF11
PLSCT00000002666	PANTHER:PTHR12087,PANTHER:PTHR12087:SF0
PLSCT00000005149	PANTHER:PTHR10791
PLSCT00000019970	PANTHER:PTHR22691,PANTHER:PTHR22691:SF1
PLSCT00000014953	PANTHER:PTHR12741,PANTHER:PTHR12741:SF12
PLSCT00000010334	PANTHER:PTHR10414,PANTHER:PTHR10414:SF46
PLSCT00000004236	PANTHER:PTHR13943,PANTHER:PTHR13943:SF48
PLSCT00000003125	PANTHER:PTHR31169,PANTHER:PTHR31169:SF5
PLSCT00000017997	PANTHER:PTHR31311,PANTHER:PTHR31311:SF5
PLSCT00000013924	PANTHER:PTHR34948,PANTHER:PTHR34948:SF2
PLSCT00000004034	PANTHER:PTHR10641,PANTHER:PTHR10641:SF674
PLSCT00000016318	PANTHER:PTHR11895,PANTHER:PTHR11895:SF39
PLSCT00000004811	PANTHER:PTHR11700,PANTHER:PTHR11700:SF10
PLSCT00000007158	PANTHER:PTHR31587,PANTHER:PTHR31587:SF3
PLSCT00000021455	PANTHER:PTHR22573,PANTHER:PTHR22573:SF2
PLSCT00000001654	PANTHER:PTHR13743,PANTHER:PTHR13743:SF16
PLSCT00000014994	PANTHER:PTHR22594,PANTHER:PTHR22594:SF34
PLSCT00000019340	PANTHER:PTHR32091,PANTHER:PTHR32091:SF4
PLSCT00000013218	PANTHER:PTHR13683,PANTHER:PTHR13683:SF287
PLSCT00000012168	PANTHER:PTHR10799
PLSCT00000008344	PANTHER:PTHR31741,PANTHER:PTHR31741:SF6
PLSCT00000018943	PANTHER:PTHR24089,PANTHER:PTHR24089:SF212
PLSCT00000019849	PANTHER:PTHR13743
PLSCT00000007072	PANTHER:PTHR23142
PLSCT00000011588	PANTHER:PTHR31326
PLSCT00000004574	PANTHER:PTHR23431,PANTHER:PTHR23431:SF2
PLSCT00000009023	PANTHER:PTHR12683,PANTHER:PTHR12683:SF10
PLSCT00000020891	PANTHER:PTHR11060,PANTHER:PTHR11060:SF0
PLSCT00000012657	PANTHER:PTHR10196,PANTHER:PTHR10196:SF57
PLSCT00000011394	PANTHER:PTHR36752
PLSCT00000005464	PANTHER:PTHR22884,PANTHER:PTHR22884:SF299
PLSCT00000006490	PANTHER:PTHR31503,PANTHER:PTHR31503:SF16
PLSCT00000018561	PANTHER:PTHR12169,PANTHER:PTHR12169:SF5
PLSCT00000013417	PANTHER:PTHR19321,PANTHER:PTHR19321:SF5
PLSCT00000002276	PANTHER:PTHR24006
PLSCT00000001564	PANTHER:PTHR31429,PANTHER:PTHR31429:SF1
PLSCT00000004958	PANTHER:PTHR23100,PANTHER:PTHR23100:SF0
PLSCT00000009981	PANTHER:PTHR10953,PANTHER:PTHR10953:SF135
PLSCT00000007446	PANTHER:PTHR23500,PANTHER:PTHR23500:SF118
PLSCT00000011227	PANTHER:PTHR36709
PLSCT00000008594	PANTHER:PTHR11817,PANTHER:PTHR11817:SF5
PLSCT00000001549	PANTHER:PTHR11240,PANTHER:PTHR11240:SF19
PLSCT00000004522	PANTHER:PTHR22847,PANTHER:PTHR22847:SF501
PLSCT00000004944	PANTHER:PTHR11960,PANTHER:PTHR11960:SF12
PLSCT00000009924	PANTHER:PTHR11079,PANTHER:PTHR11079:SF76
PLSCT00000002973	PANTHER:PTHR11552,PANTHER:PTHR11552:SF141
PLSCT00000007343	PANTHER:PTHR31412,PANTHER:PTHR31412:SF2
PLSCT00000000910	PANTHER:PTHR24006,PANTHER:PTHR24006:SF441
PLSCT00000020452	PANTHER:PTHR10066,PANTHER:PTHR10066:SF72
PLSCT00000006306	PANTHER:PTHR11680,PANTHER:PTHR11680:SF10
PLSCT00000010910	PANTHER:PTHR10286,PANTHER:PTHR10286:SF13
PLSCT00000011387	PANTHER:PTHR12550,PANTHER:PTHR12550:SF49
PLSCT00000010696	PANTHER:PTHR32133,PANTHER:PTHR32133:SF83
PLSCT00000000337	PANTHER:PTHR31636,PANTHER:PTHR31636:SF12
PLSCT00000014427	PANTHER:PTHR10681,PANTHER:PTHR10681:SF103
PLSCT00000006032	PANTHER:PTHR11599,PANTHER:PTHR11599:SF11
PLSCT00000004083	PANTHER:PTHR11468,PANTHER:PTHR11468:SF8
PLSCT00000015657	PANTHER:PTHR12872,PANTHER:PTHR12872:SF2
PLSCT00000010248	PANTHER:PTHR11134,PANTHER:PTHR11134:SF4
PLSCT00000002102	PANTHER:PTHR13878,PANTHER:PTHR13878:SF52
PLSCT00000020319	PANTHER:PTHR24031,PANTHER:PTHR24031:SF336
PLSCT00000020990	PANTHER:PTHR11588,PANTHER:PTHR11588:SF7
PLSCT00000006871	PANTHER:PTHR32100,PANTHER:PTHR32100:SF20
PLSCT00000019879	PANTHER:PTHR23115,PANTHER:PTHR23115:SF181
PLSCT00000009883	PANTHER:PTHR13773,PANTHER:PTHR13773:SF3
PLSCT00000004876	PANTHER:PTHR21659
PLSCT00000004665	PANTHER:PTHR34960,PANTHER:PTHR34960:SF1
PLSCT00000011833	PANTHER:PTHR24412,PANTHER:PTHR24412:SF142
PLSCT00000010406	PANTHER:PTHR23115,PANTHER:PTHR23115:SF162
PLSCT00000014423	PANTHER:PTHR24298
PLSCT00000011376	PANTHER:PTHR31140
PLSCT00000016536	PANTHER:PTHR31086
PLSCT00000005805	PANTHER:PTHR11835
PLSCT00000007360	PANTHER:PTHR10909,PANTHER:PTHR10909:SF331
PLSCT00000015816	PANTHER:PTHR11119,PANTHER:PTHR11119:SF48
PLSCT00000020040	PANTHER:PTHR13902,PANTHER:PTHR13902:SF56
PLSCT00000013962	PANTHER:PTHR11654,PANTHER:PTHR11654:SF76
PLSCT00000006413	PANTHER:PTHR23029,PANTHER:PTHR23029:SF43
PLSCT00000007356	PANTHER:PTHR37755
PLSCT00000007661	PANTHER:PTHR13220
PLSCT00000005714	PANTHER:PTHR32370
PLSCT00000007374	PANTHER:PTHR14911,PANTHER:PTHR14911:SF13
PLSCT00000004883	PANTHER:PTHR13060
PLSCT00000009495	PANTHER:PTHR10126,PANTHER:PTHR10126:SF23
PLSCT00000003223	PANTHER:PTHR32370,PANTHER:PTHR32370:SF6
PLSCT00000012595	PANTHER:PTHR34667,PANTHER:PTHR34667:SF1
PLSCT00000011602	PANTHER:PTHR13451,PANTHER:PTHR13451:SF0
PLSCT00000011769	PANTHER:PTHR22999,PANTHER:PTHR22999:SF23
PLSCT00000007342	PANTHER:PTHR11071,PANTHER:PTHR11071:SF213
PLSCT00000018373	PANTHER:PTHR33281,PANTHER:PTHR33281:SF1
PLSCT00000006102	PANTHER:PTHR23115,PANTHER:PTHR23115:SF13
PLSCT00000019011	PANTHER:PTHR13448
PLSCT00000003073	PANTHER:PTHR24322,PANTHER:PTHR24322:SF330
PLSCT00000002981	PANTHER:PTHR24221,PANTHER:PTHR24221:SF141
PLSCT00000020720	PANTHER:PTHR33384,PANTHER:PTHR33384:SF1
PLSCT00000010193	PANTHER:PTHR12505
PLSCT00000015551	PANTHER:PTHR33593,PANTHER:PTHR33593:SF1
PLSCT00000005055	PANTHER:PTHR24351,PANTHER:PTHR24351:SF83
PLSCT00000013841	PANTHER:PTHR22840
PLSCT00000013848	PANTHER:PTHR12839
PLSCT00000007739	PANTHER:PTHR13061,PANTHER:PTHR13061:SF9
PLSCT00000000773	PANTHER:PTHR31052,PANTHER:PTHR31052:SF3
PLSCT00000011086	PANTHER:PTHR14136
PLSCT00000014311	PANTHER:PTHR10188,PANTHER:PTHR10188:SF8
PLSCT00000016303	PANTHER:PTHR24014,PANTHER:PTHR24014:SF4
PLSCT00000021155	PANTHER:PTHR32282,PANTHER:PTHR32282:SF0
PLSCT00000010574	PANTHER:PTHR22572,PANTHER:PTHR22572:SF104
PLSCT00000000209	PANTHER:PTHR12789
PLSCT00000004381	PANTHER:PTHR14154,PANTHER:PTHR14154:SF14
PLSCT00000008322	PANTHER:PTHR22849
PLSCT00000001595	PANTHER:PTHR11662,PANTHER:PTHR11662:SF243
PLSCT00000020039	PANTHER:PTHR34544,PANTHER:PTHR34544:SF1
PLSCT00000017834	PANTHER:PTHR12741,PANTHER:PTHR12741:SF14
PLSCT00000001301	PANTHER:PTHR27003
PLSCT00000004369	PANTHER:PTHR22950,PANTHER:PTHR22950:SF237
PLSCT00000014793	PANTHER:PTHR35695,PANTHER:PTHR35695:SF1
PLSCT00000020531	PANTHER:PTHR11851,PANTHER:PTHR11851:SF152
PLSCT00000014492	PANTHER:PTHR24067,PANTHER:PTHR24067:SF123
PLSCT00000015251	PANTHER:PTHR16092,PANTHER:PTHR16092:SF21
PLSCT00000006411	PANTHER:PTHR33469
PLSCT00000007828	PANTHER:PTHR31503,PANTHER:PTHR31503:SF16
PLSCT00000010104	PANTHER:PTHR23198,PANTHER:PTHR23198:SF0
PLSCT00000019866	PANTHER:PTHR10108,PANTHER:PTHR10108:SF720
PLSCT00000016996	PANTHER:PTHR31088,PANTHER:PTHR31088:SF6
PLSCT00000017925	PANTHER:PTHR12446
PLSCT00000003739	PANTHER:PTHR10871,PANTHER:PTHR10871:SF6
PLSCT00000008757	PANTHER:PTHR24423,PANTHER:PTHR24423:SF475
PLSCT00000001728	PANTHER:PTHR13555,PANTHER:PTHR13555:SF34
PLSCT00000003296	PANTHER:PTHR11958
PLSCT00000019878	PANTHER:PTHR14043,PANTHER:PTHR14043:SF2
PLSCT00000011879	PANTHER:PTHR10292,PANTHER:PTHR10292:SF10
PLSCT00000010273	PANTHER:PTHR21669
PLSCT00000006591	PANTHER:PTHR12770,PANTHER:PTHR12770:SF24
PLSCT00000010992	PANTHER:PTHR11208,PANTHER:PTHR11208:SF59
PLSCT00000013531	PANTHER:PTHR34943,PANTHER:PTHR34943:SF2
PLSCT00000011265	PANTHER:PTHR10060,PANTHER:PTHR10060:SF15
PLSCT00000017564	PANTHER:PTHR12560,PANTHER:PTHR12560:SF13
PLSCT00000020240	PANTHER:PTHR24096,PANTHER:PTHR24096:SF221
PLSCT00000010342	PANTHER:PTHR13697,PANTHER:PTHR13697:SF1
PLSCT00000006049	PANTHER:PTHR13384
PLSCT00000005691	PANTHER:PTHR10566,PANTHER:PTHR10566:SF45
PLSCT00000012725	PANTHER:PTHR22298
PLSCT00000008193	PANTHER:PTHR13047
PLSCT00000009561	PANTHER:PTHR11566,PANTHER:PTHR11566:SF77
PLSCT00000010937	PANTHER:PTHR19370
PLSCT00000002603	PANTHER:PTHR13097,PANTHER:PTHR13097:SF7
PLSCT00000005847	PANTHER:PTHR10137
PLSCT00000006868	PANTHER:PTHR27003,PANTHER:PTHR27003:SF93
PLSCT00000021640	PANTHER:PTHR21717,PANTHER:PTHR21717:SF30
PLSCT00000001421	PANTHER:PTHR10366,PANTHER:PTHR10366:SF422
PLSCT00000006551	PANTHER:PTHR14281,PANTHER:PTHR14281:SF0
PLSCT00000006383	PANTHER:PTHR24015,PANTHER:PTHR24015:SF421
PLSCT00000008383	PANTHER:PTHR11863,PANTHER:PTHR11863:SF2
PLSCT00000020908	PANTHER:PTHR24073,PANTHER:PTHR24073:SF495
PLSCT00000003445	PANTHER:PTHR24031,PANTHER:PTHR24031:SF219
PLSCT00000017870	PANTHER:PTHR23422,PANTHER:PTHR23422:SF11
PLSCT00000011744	PANTHER:PTHR30411,PANTHER:PTHR30411:SF4
PLSCT00000018420	PANTHER:PTHR13152
PLSCT00000011593	PANTHER:PTHR34418
PLSCT00000004735	PANTHER:PTHR21576,PANTHER:PTHR21576:SF22
PLSCT00000012429	PANTHER:PTHR11203,PANTHER:PTHR11203:SF37
PLSCT00000014417	PANTHER:PTHR12064,PANTHER:PTHR12064:SF32
PLSCT00000015801	PANTHER:PTHR31809
PLSCT00000003927	PANTHER:PTHR13513
PLSCT00000011043	PANTHER:PTHR12205,PANTHER:PTHR12205:SF0
PLSCT00000000712	PANTHER:PTHR11042
PLSCT00000017725	PANTHER:PTHR10357,PANTHER:PTHR10357:SF118
PLSCT00000021159	PANTHER:PTHR11139,PANTHER:PTHR11139:SF9
PLSCT00000019954	PANTHER:PTHR12233,PANTHER:PTHR12233:SF6
PLSCT00000004345	PANTHER:PTHR12040
PLSCT00000002043	PANTHER:PTHR17920,PANTHER:PTHR17920:SF7
PLSCT00000020934	PANTHER:PTHR23257,PANTHER:PTHR23257:SF545
PLSCT00000009400	PANTHER:PTHR10907
PLSCT00000011711	PANTHER:PTHR21136,PANTHER:PTHR21136:SF73
PLSCT00000018512	PANTHER:PTHR10778,PANTHER:PTHR10778:SF19
PLSCT00000009494	PANTHER:PTHR10292
PLSCT00000002484	PANTHER:PTHR10572,PANTHER:PTHR10572:SF9
PLSCT00000014989	PANTHER:PTHR33059,PANTHER:PTHR33059:SF10
PLSCT00000011094	PANTHER:PTHR32133,PANTHER:PTHR32133:SF124
PLSCT00000008215	PANTHER:PTHR24015
PLSCT00000009801	PANTHER:PTHR13301,PANTHER:PTHR13301:SF35
PLSCT00000019537	PANTHER:PTHR24322,PANTHER:PTHR24322:SF427
PLSCT00000005339	PANTHER:PTHR13437
PLSCT00000013132	PANTHER:PTHR11877,PANTHER:PTHR11877:SF14
PLSCT00000017125	PANTHER:PTHR12170,PANTHER:PTHR12170:SF2
PLSCT00000009166	PANTHER:PTHR12750
PLSCT00000017653	PANTHER:PTHR12419,PANTHER:PTHR12419:SF3
PLSCT00000007515	PANTHER:PTHR11630
PLSCT00000019663	PANTHER:PTHR14000
PLSCT00000018147	PANTHER:PTHR11514,PANTHER:PTHR11514:SF43
PLSCT00000003025	PANTHER:PTHR31839,PANTHER:PTHR31839:SF2
PLSCT00000003555	PANTHER:PTHR36139,PANTHER:PTHR36139:SF1
PLSCT00000021111	PANTHER:PTHR13301,PANTHER:PTHR13301:SF35
PLSCT00000010223	PANTHER:PTHR23115,PANTHER:PTHR23115:SF136
PLSCT00000013107	PANTHER:PTHR33829
PLSCT00000010706	PANTHER:PTHR35498,PANTHER:PTHR35498:SF1
PLSCT00000019976	PANTHER:PTHR12145,PANTHER:PTHR12145:SF11
PLSCT00000001753	PANTHER:PTHR10992,PANTHER:PTHR10992:SF730
PLSCT00000012016	PANTHER:PTHR13202,PANTHER:PTHR13202:SF0
PLSCT00000019261	PANTHER:PTHR13948,PANTHER:PTHR13948:SF3
PLSCT00000017976	PANTHER:PTHR27000,PANTHER:PTHR27000:SF84
PLSCT00000018465	PANTHER:PTHR11119,PANTHER:PTHR11119:SF9
PLSCT00000012669	PANTHER:PTHR37204,PANTHER:PTHR37204:SF1
PLSCT00000013177	PANTHER:PTHR21136,PANTHER:PTHR21136:SF101
PLSCT00000002821	PANTHER:PTHR11247,PANTHER:PTHR11247:SF8
PLSCT00000020549	PANTHER:PTHR16517,PANTHER:PTHR16517:SF1
PLSCT00000017108	PANTHER:PTHR10553,PANTHER:PTHR10553:SF5
PLSCT00000004493	PANTHER:PTHR10681,PANTHER:PTHR10681:SF108
PLSCT00000019936	PANTHER:PTHR11200,PANTHER:PTHR11200:SF161
PLSCT00000016545	PANTHER:PTHR11995,PANTHER:PTHR11995:SF19
PLSCT00000008726	PANTHER:PTHR11711,PANTHER:PTHR11711:SF142
PLSCT00000004004	PANTHER:PTHR10851,PANTHER:PTHR10851:SF3
PLSCT00000012000	PANTHER:PTHR10390,PANTHER:PTHR10390:SF38
PLSCT00000020741	PANTHER:PTHR13301,PANTHER:PTHR13301:SF28
PLSCT00000013871	PANTHER:PTHR10064
PLSCT00000000538	PANTHER:PTHR10996,PANTHER:PTHR10996:SF163
PLSCT00000004555	PANTHER:PTHR21148,PANTHER:PTHR21148:SF25
PLSCT00000019690	PANTHER:PTHR31515,PANTHER:PTHR31515:SF2
PLSCT00000010400	PANTHER:PTHR31636,PANTHER:PTHR31636:SF14
PLSCT00000001938	PANTHER:PTHR36890
PLSCT00000000424	PANTHER:PTHR11465
PLSCT00000016880	PANTHER:PTHR24089,PANTHER:PTHR24089:SF340
