PLSCT00000007050	CDD:cd04254
PLSCT00000008110	CDD:cd13875
PLSCT00000017108	CDD:cd01729
PLSCT00000004493	CDD:cd03015
PLSCT00000019936	CDD:cd00030
PLSCT00000010109	CDD:cd03249
PLSCT00000008726	CDD:cd00878
PLSCT00000020239	CDD:cd06174
PLSCT00000012619	CDD:cd00060
PLSCT00000000538	CDD:cd05302
PLSCT00000004150	CDD:cd00870,CDD:cd08397
PLSCT00000004555	CDD:cd02989
PLSCT00000016007	CDD:cd08958
PLSCT00000002851	CDD:cd00161,CDD:cd14792
PLSCT00000018898	CDD:cd03506
PLSCT00000011693	CDD:cd13749
PLSCT00000014094	CDD:cd00167
PLSCT00000001926	CDD:cd03401
PLSCT00000011137	CDD:cd00693
PLSCT00000015404	CDD:cd01888,CDD:cd03688,CDD:cd15490
PLSCT00000006452	CDD:cd00170
PLSCT00000003269	CDD:cd02947
PLSCT00000018606	CDD:cd00046,CDD:cd00079
PLSCT00000014916	CDD:cd04860
PLSCT00000012105	CDD:cd01335
PLSCT00000007600	CDD:cd05236,CDD:cd09071
PLSCT00000013088	CDD:cd00043
PLSCT00000009090	CDD:cd00204
PLSCT00000011221	CDD:cd07821
PLSCT00000002367	CDD:cd03354
PLSCT00000001284	CDD:cd06145
PLSCT00000019034	CDD:cd00027
PLSCT00000009624	CDD:cd00027
PLSCT00000003165	CDD:cd00009
PLSCT00000021006	CDD:cd01417
PLSCT00000018498	CDD:cd00170
PLSCT00000009370	CDD:cd03233
PLSCT00000008928	CDD:cd04587
PLSCT00000013092	CDD:cd01089
PLSCT00000010089	CDD:cd05313
PLSCT00000007211	CDD:cd00043
PLSCT00000009712	CDD:cd06174
PLSCT00000002895	CDD:cd00009
PLSCT00000018809	CDD:cd03562
PLSCT00000021390	CDD:cd00018
PLSCT00000009088	CDD:cd14066
PLSCT00000018265	CDD:cd03213
PLSCT00000020887	CDD:cd11566
PLSCT00000011994	CDD:cd00171
PLSCT00000019639	CDD:cd00046
PLSCT00000020365	CDD:cd00834
PLSCT00000002627	CDD:cd00831
PLSCT00000015744	CDD:cd12266
PLSCT00000004406	CDD:cd10017
PLSCT00000016075	CDD:cd15492
PLSCT00000007133	CDD:cd05243
PLSCT00000011434	CDD:cd07067
PLSCT00000020335	CDD:cd12393
PLSCT00000021588	CDD:cd12344,CDD:cd12345
PLSCT00000009635	CDD:cd00118
PLSCT00000005524	CDD:cd00693
PLSCT00000016331	CDD:cd00586
PLSCT00000012250	CDD:cd04369,CDD:cd15519
PLSCT00000001286	CDD:cd00143
PLSCT00000014276	CDD:cd04496
PLSCT00000016139	CDD:cd00118
PLSCT00000010522	CDD:cd00198
PLSCT00000007081	CDD:cd00200
PLSCT00000004431	CDD:cd06257
PLSCT00000014662	CDD:cd06081,CDD:cd06082,CDD:cd06083,CDD:cd06084,CDD:cd06085,CDD:cd06086,CDD:cd09888
PLSCT00000017987	CDD:cd00204
PLSCT00000001038	CDD:cd00038,CDD:cd00204
PLSCT00000008745	CDD:cd00051,CDD:cd05399
PLSCT00000002618	CDD:cd00086
PLSCT00000017245	CDD:cd02204
PLSCT00000018431	CDD:cd07900,CDD:cd07969
PLSCT00000015464	CDD:cd06174
PLSCT00000011223	CDD:cd00009
PLSCT00000002085	CDD:cd12238,CDD:cd12239
PLSCT00000004168	CDD:cd13959
PLSCT00000005882	CDD:cd14704
PLSCT00000002255	CDD:cd03689
PLSCT00000002096	CDD:cd00052
PLSCT00000002606	CDD:cd15840
PLSCT00000019423	CDD:cd00075,CDD:cd00082,CDD:cd00156
PLSCT00000012261	CDD:cd06530
PLSCT00000014552	CDD:cd00162
PLSCT00000001760	CDD:cd03244
PLSCT00000000684	CDD:cd00020
PLSCT00000017355	CDD:cd07816
PLSCT00000015571	CDD:cd00195
PLSCT00000017593	CDD:cd00143
PLSCT00000017783	CDD:cd00014
PLSCT00000004780	CDD:cd12203
PLSCT00000011160	CDD:cd02186
PLSCT00000008305	CDD:cd06174
PLSCT00000001881	CDD:cd00046
PLSCT00000006124	CDD:cd00162
PLSCT00000015972	CDD:cd00336
PLSCT00000008178	CDD:cd12365
PLSCT00000003284	CDD:cd04642
PLSCT00000021105	CDD:cd13631
PLSCT00000006189	CDD:cd07249
PLSCT00000001822	CDD:cd00371
PLSCT00000012880	CDD:cd00427
PLSCT00000020545	CDD:cd06174
PLSCT00000020820	CDD:cd02201
PLSCT00000007257	CDD:cd00432
PLSCT00000001126	CDD:cd03221
PLSCT00000012566	CDD:cd00354
PLSCT00000015369	CDD:cd00570
PLSCT00000017220	CDD:cd01893
PLSCT00000012746	CDD:cd00241
PLSCT00000010236	CDD:cd00773
PLSCT00000002287	CDD:cd13686
PLSCT00000020186	CDD:cd01448
PLSCT00000005573	CDD:cd09271
PLSCT00000004961	CDD:cd01718
PLSCT00000010546	CDD:cd06139,CDD:cd08640
PLSCT00000011502	CDD:cd03342
PLSCT00000020685	CDD:cd00075,CDD:cd00082
PLSCT00000008257	CDD:cd04216
PLSCT00000011277	CDD:cd03053
PLSCT00000001295	CDD:cd00683
PLSCT00000019698	CDD:cd00170
PLSCT00000000252	CDD:cd02851
PLSCT00000009505	CDD:cd00427
PLSCT00000004419	CDD:cd02000
PLSCT00000000629	CDD:cd12284,CDD:cd12285
PLSCT00000008301	CDD:cd08760
PLSCT00000016638	CDD:cd00727
PLSCT00000017211	CDD:cd12420
PLSCT00000010090	CDD:cd05313
PLSCT00000003345	CDD:cd00831
PLSCT00000009089	CDD:cd00204
PLSCT00000016576	CDD:cd15843
PLSCT00000019980	CDD:cd03401
PLSCT00000008525	CDD:cd01923
PLSCT00000007847	CDD:cd07991
PLSCT00000007359	CDD:cd00018
PLSCT00000015864	CDD:cd00027,CDD:cd07968
PLSCT00000008816	CDD:cd06530
PLSCT00000014587	CDD:cd06437
PLSCT00000017516	CDD:cd00659,CDD:cd00660
PLSCT00000008384	CDD:cd01791
PLSCT00000018283	CDD:cd07102
PLSCT00000014721	CDD:cd14066
PLSCT00000009722	CDD:cd00010
PLSCT00000017075	CDD:cd04159
PLSCT00000004624	CDD:cd05695
PLSCT00000019894	CDD:cd01425
PLSCT00000000521	CDD:cd00336
PLSCT00000008825	CDD:cd08760
PLSCT00000008883	CDD:cd01372
PLSCT00000002794	CDD:cd02669
PLSCT00000006279	CDD:cd00387
PLSCT00000001102	CDD:cd07821
PLSCT00000013370	CDD:cd03564
PLSCT00000014366	CDD:cd00046
PLSCT00000018153	CDD:cd00009
PLSCT00000001690	CDD:cd06849
PLSCT00000016796	CDD:cd04458
PLSCT00000003983	CDD:cd00412
PLSCT00000006969	CDD:cd04591
PLSCT00000005597	CDD:cd00170
PLSCT00000019262	CDD:cd12313
PLSCT00000007492	CDD:cd15862
PLSCT00000018516	CDD:cd02440
PLSCT00000004844	CDD:cd02851
PLSCT00000004173	CDD:cd02440
PLSCT00000017657	CDD:cd06223
PLSCT00000010797	CDD:cd12245
PLSCT00000018259	CDD:cd00554
PLSCT00000001674	CDD:cd06664
PLSCT00000020135	CDD:cd00018
PLSCT00000016570	CDD:cd00924
PLSCT00000003889	CDD:cd01168
PLSCT00000012955	CDD:cd00020
PLSCT00000016441	CDD:cd01713
PLSCT00000003098	CDD:cd13944
PLSCT00000004123	CDD:cd11717
PLSCT00000003929	CDD:cd02947
PLSCT00000002615	CDD:cd03401
PLSCT00000020698	CDD:cd00009
PLSCT00000016669	CDD:cd00156
PLSCT00000016368	CDD:cd02440
PLSCT00000005664	CDD:cd00051
PLSCT00000003442	CDD:cd00079,CDD:cd00268
PLSCT00000011206	CDD:cd02393,CDD:cd11363,CDD:cd11364
PLSCT00000019908	CDD:cd04474,CDD:cd04475,CDD:cd04476,CDD:cd04477
PLSCT00000016608	CDD:cd01732
PLSCT00000013354	CDD:cd06257
PLSCT00000010675	CDD:cd03419
PLSCT00000004546	CDD:cd02430
PLSCT00000001588	CDD:cd07940
PLSCT00000009622	CDD:cd00018
PLSCT00000002099	CDD:cd00754
PLSCT00000010802	CDD:cd12266
PLSCT00000004921	CDD:cd02440
PLSCT00000010634	CDD:cd02176
PLSCT00000013215	CDD:cd00840
PLSCT00000020201	CDD:cd02809
PLSCT00000021168	CDD:cd04587,CDD:cd06409
PLSCT00000012655	CDD:cd07776
PLSCT00000006191	CDD:cd08771
PLSCT00000005985	CDD:cd00046,CDD:cd00079
PLSCT00000011922	CDD:cd06865,CDD:cd07596
PLSCT00000015509	CDD:cd00170
PLSCT00000017952	CDD:cd00020
PLSCT00000001839	CDD:cd00950
PLSCT00000014993	CDD:cd04318
PLSCT00000004604	CDD:cd03221
PLSCT00000014161	CDD:cd09912
PLSCT00000009072	CDD:cd07976
PLSCT00000013509	CDD:cd00012
PLSCT00000011296	CDD:cd00009
PLSCT00000021344	CDD:cd00075,CDD:cd00082,CDD:cd00130
PLSCT00000004791	CDD:cd01135
PLSCT00000003004	CDD:cd00093
PLSCT00000005398	CDD:cd01453
PLSCT00000001603	CDD:cd00200
PLSCT00000008086	CDD:cd00020
PLSCT00000008729	CDD:cd00609
PLSCT00000012156	CDD:cd00158
PLSCT00000008442	CDD:cd11572
PLSCT00000016267	CDD:cd01866
PLSCT00000010252	CDD:cd06660
PLSCT00000007139	CDD:cd00751
PLSCT00000017753	CDD:cd02257
PLSCT00000012747	CDD:cd00241
PLSCT00000006434	CDD:cd05285
PLSCT00000012371	CDD:cd00079
PLSCT00000003946	CDD:cd15832
PLSCT00000008203	CDD:cd00051
PLSCT00000016689	CDD:cd02993
PLSCT00000003868	CDD:cd00713
PLSCT00000017256	CDD:cd01657
PLSCT00000012001	CDD:cd00086
PLSCT00000018328	CDD:cd00519
PLSCT00000016921	CDD:cd00009
PLSCT00000014462	CDD:cd08050
PLSCT00000019189	CDD:cd01809
PLSCT00000015835	CDD:cd08379
PLSCT00000006496	CDD:cd00778,CDD:cd00862
PLSCT00000004334	CDD:cd01561
PLSCT00000014269	CDD:cd06174
PLSCT00000018662	CDD:cd11380
PLSCT00000018098	CDD:cd00009
PLSCT00000002891	CDD:cd06453
PLSCT00000011875	CDD:cd02142
PLSCT00000021358	CDD:cd06186
PLSCT00000006720	CDD:cd00200
PLSCT00000006532	CDD:cd11295
PLSCT00000014949	CDD:cd00018
PLSCT00000020494	CDD:cd02440
PLSCT00000015778	CDD:cd03470
PLSCT00000003507	CDD:cd00519
PLSCT00000014033	CDD:cd01860
PLSCT00000020422	CDD:cd13999
PLSCT00000008991	CDD:cd04873
PLSCT00000011730	CDD:cd00009
PLSCT00000005277	CDD:cd00048
PLSCT00000007151	CDD:cd02188
PLSCT00000020127	CDD:cd00038
PLSCT00000001273	CDD:cd00083
PLSCT00000001152	CDD:cd06223
PLSCT00000006242	CDD:cd00519
PLSCT00000017178	CDD:cd00866
PLSCT00000012586	CDD:cd00083
PLSCT00000020499	CDD:cd11314
PLSCT00000017574	CDD:cd00332
PLSCT00000004822	CDD:cd05121
PLSCT00000003615	CDD:cd09487
PLSCT00000012210	CDD:cd00488
PLSCT00000008315	CDD:cd06174
PLSCT00000004557	CDD:cd00082
PLSCT00000017175	CDD:cd06850
PLSCT00000019379	CDD:cd07415
PLSCT00000000844	CDD:cd03249
PLSCT00000013059	CDD:cd01598
PLSCT00000015120	CDD:cd01050
PLSCT00000003637	CDD:cd05247
PLSCT00000012897	CDD:cd07322
PLSCT00000009095	CDD:cd15489
PLSCT00000001640	CDD:cd15570
PLSCT00000017336	CDD:cd00051
PLSCT00000012631	CDD:cd01744
PLSCT00000011974	CDD:cd02440
PLSCT00000006151	CDD:cd00238
PLSCT00000003033	CDD:cd01893
PLSCT00000003783	CDD:cd00012
PLSCT00000002364	CDD:cd12203
PLSCT00000008171	CDD:cd00143
PLSCT00000003769	CDD:cd06183
PLSCT00000004260	CDD:cd00167
PLSCT00000005967	CDD:cd03276
PLSCT00000005879	CDD:cd02440
PLSCT00000015849	CDD:cd03484
PLSCT00000016953	CDD:cd06174
PLSCT00000015587	CDD:cd04123
PLSCT00000012555	CDD:cd01718
PLSCT00000008511	CDD:cd07842
PLSCT00000011205	CDD:cd00200
PLSCT00000006103	CDD:cd12224
PLSCT00000004421	CDD:cd00012
PLSCT00000012773	CDD:cd00207
PLSCT00000017091	CDD:cd01428
PLSCT00000021606	CDD:cd04254
PLSCT00000002327	CDD:cd14792
PLSCT00000021083	CDD:cd00751
PLSCT00000001354	CDD:cd00200
PLSCT00000009413	CDD:cd08760,CDD:cd09631
PLSCT00000009738	CDD:cd03232,CDD:cd03233
PLSCT00000012991	CDD:cd02869
PLSCT00000020164	CDD:cd12951
PLSCT00000016113	CDD:cd08771
PLSCT00000001683	CDD:cd00293
PLSCT00000018824	CDD:cd12373
PLSCT00000011283	CDD:cd01398
PLSCT00000013362	CDD:cd00009
PLSCT00000010271	CDD:cd00079,CDD:cd00162
PLSCT00000005058	CDD:cd11713
PLSCT00000015830	CDD:cd00085
PLSCT00000018713	CDD:cd06100
PLSCT00000009768	CDD:cd00195
PLSCT00000010828	CDD:cd05239
PLSCT00000017002	CDD:cd00052
PLSCT00000014025	CDD:cd06174
PLSCT00000014915	CDD:cd04860
PLSCT00000001156	CDD:cd06269
PLSCT00000006428	CDD:cd09396
PLSCT00000014730	CDD:cd08065
PLSCT00000021618	CDD:cd00167
PLSCT00000013406	CDD:cd15492,CDD:cd15571
PLSCT00000006089	CDD:cd01884,CDD:cd03697,CDD:cd03707
PLSCT00000006450	CDD:cd00353
PLSCT00000021339	CDD:cd11712
PLSCT00000011103	CDD:cd00195
PLSCT00000013925	CDD:cd01201,CDD:cd06071
PLSCT00000006617	CDD:cd12195
PLSCT00000019895	CDD:cd01425
PLSCT00000004276	CDD:cd00048,CDD:cd00590
PLSCT00000004547	CDD:cd08033,CDD:cd12288
PLSCT00000010156	CDD:cd03249
PLSCT00000012813	CDD:cd00020
PLSCT00000018228	CDD:cd05476
PLSCT00000008144	CDD:cd00048,CDD:cd00593
PLSCT00000010576	CDD:cd04508
PLSCT00000015762	CDD:cd00079,CDD:cd00268
PLSCT00000012886	CDD:cd00299,CDD:cd00570
PLSCT00000015808	CDD:cd04301
PLSCT00000012163	CDD:cd05476
PLSCT00000021209	CDD:cd00354
PLSCT00000017120	CDD:cd00075,CDD:cd00082,CDD:cd00156
PLSCT00000016922	CDD:cd04301
PLSCT00000006506	CDD:cd00043
PLSCT00000006687	CDD:cd00831
PLSCT00000016114	CDD:cd08771
PLSCT00000018435	CDD:cd06472
PLSCT00000020398	CDD:cd00780
PLSCT00000014081	CDD:cd00349
PLSCT00000015829	CDD:cd02176
PLSCT00000019278	CDD:cd00586
PLSCT00000005449	CDD:cd00046,CDD:cd00079
PLSCT00000002832	CDD:cd04897
PLSCT00000010796	CDD:cd12245
PLSCT00000013853	CDD:cd07479
PLSCT00000015542	CDD:cd00170
PLSCT00000018133	CDD:cd00987
PLSCT00000000389	CDD:cd00570
PLSCT00000011709	CDD:cd01856
PLSCT00000004346	CDD:cd00143
PLSCT00000001211	CDD:cd01421
PLSCT00000006743	CDD:cd07991
PLSCT00000002989	CDD:cd00519
PLSCT00000000703	CDD:cd00051
PLSCT00000004226	CDD:cd00009
PLSCT00000013660	CDD:cd01898
PLSCT00000002368	CDD:cd03354
PLSCT00000012989	CDD:cd00788
PLSCT00000013250	CDD:cd00427
PLSCT00000014699	CDD:cd06410
PLSCT00000002612	CDD:cd00265
PLSCT00000009702	CDD:cd06257,CDD:cd10719,CDD:cd10747
PLSCT00000004025	CDD:cd00051
PLSCT00000012167	CDD:cd00046
PLSCT00000002140	CDD:cd06602,CDD:cd14752
PLSCT00000005616	CDD:cd08064
PLSCT00000003326	CDD:cd12384
PLSCT00000011866	CDD:cd00200
PLSCT00000021240	CDD:cd06174
PLSCT00000004459	CDD:cd03064
PLSCT00000006008	CDD:cd06899
PLSCT00000005584	CDD:cd00009
PLSCT00000016522	CDD:cd00046,CDD:cd00079
PLSCT00000001738	CDD:cd07187
PLSCT00000007763	CDD:cd14002
PLSCT00000016524	CDD:cd03337
PLSCT00000018339	CDD:cd13849
PLSCT00000006190	CDD:cd00162
PLSCT00000020237	CDD:cd00009
PLSCT00000018958	CDD:cd00590
PLSCT00000012347	CDD:cd12230,CDD:cd12231,CDD:cd12232
PLSCT00000013519	CDD:cd09020
PLSCT00000012098	CDD:cd00354
PLSCT00000007177	CDD:cd01335
PLSCT00000003685	CDD:cd00143
PLSCT00000005551	CDD:cd08154
PLSCT00000012511	CDD:cd00156
PLSCT00000000406	CDD:cd07103
PLSCT00000002495	CDD:cd00714
PLSCT00000010253	CDD:cd00162
PLSCT00000011108	CDD:cd00685
PLSCT00000020177	CDD:cd07231
PLSCT00000018567	CDD:cd00156
PLSCT00000015411	CDD:cd00162
PLSCT00000015163	CDD:cd00042
PLSCT00000016027	CDD:cd06174
PLSCT00000016639	CDD:cd00727
PLSCT00000014034	CDD:cd14942
PLSCT00000020072	CDD:cd07573
PLSCT00000012291	CDD:cd14704
PLSCT00000000331	CDD:cd01080
PLSCT00000010721	CDD:cd05688
PLSCT00000000417	CDD:cd00024
PLSCT00000006544	CDD:cd00046,CDD:cd00079
PLSCT00000017529	CDD:cd00200
PLSCT00000003166	CDD:cd01562,CDD:cd04906,CDD:cd04907
PLSCT00000015074	CDD:cd02440
PLSCT00000006598	CDD:cd00200
PLSCT00000018831	CDD:cd04301
PLSCT00000015190	CDD:cd00018
PLSCT00000021121	CDD:cd01050
PLSCT00000011025	CDD:cd14016
PLSCT00000007830	CDD:cd00079
PLSCT00000003551	CDD:cd00083,CDD:cd02116
PLSCT00000005707	CDD:cd06558
PLSCT00000019896	CDD:cd04413
PLSCT00000005080	CDD:cd03250
PLSCT00000005996	CDD:cd00024,CDD:cd00046,CDD:cd00079,CDD:cd15523
PLSCT00000012994	CDD:cd00060
PLSCT00000003390	CDD:cd07815
PLSCT00000011373	CDD:cd00009
PLSCT00000021363	CDD:cd02395
PLSCT00000009309	CDD:cd03141
PLSCT00000015591	CDD:cd02440
PLSCT00000007276	CDD:cd05117
PLSCT00000012908	CDD:cd13920
PLSCT00000011140	CDD:cd00130
PLSCT00000018686	CDD:cd00988
PLSCT00000018048	CDD:cd00051,CDD:cd05117
PLSCT00000021238	CDD:cd02947
PLSCT00000010460	CDD:cd06174
PLSCT00000017055	CDD:cd00162
PLSCT00000010291	CDD:cd00615
PLSCT00000015386	CDD:cd00020
PLSCT00000014928	CDD:cd00043
PLSCT00000013832	CDD:cd09880
PLSCT00000017664	CDD:cd00167
PLSCT00000017517	CDD:cd00024,CDD:cd04301
PLSCT00000016721	CDD:cd15841
PLSCT00000005535	CDD:cd10230
PLSCT00000017730	CDD:cd00590
PLSCT00000007137	CDD:cd01374
PLSCT00000011822	CDD:cd02187
PLSCT00000008223	CDD:cd02961,CDD:cd02981,CDD:cd02982
PLSCT00000000941	CDD:cd00118
PLSCT00000018162	CDD:cd11476
PLSCT00000004588	CDD:cd00165
PLSCT00000014894	CDD:cd00821
PLSCT00000010509	CDD:cd11648
PLSCT00000016681	CDD:cd14066
PLSCT00000004328	CDD:cd00018
PLSCT00000018305	CDD:cd12823
PLSCT00000001088	CDD:cd00075,CDD:cd00082
PLSCT00000011890	CDD:cd02440
PLSCT00000008207	CDD:cd01427
PLSCT00000001498	CDD:cd00020
PLSCT00000015876	CDD:cd00519
PLSCT00000014105	CDD:cd01335
PLSCT00000010657	CDD:cd00427
PLSCT00000018146	CDD:cd01427
PLSCT00000018538	CDD:cd00079,CDD:cd00268,CDD:cd12938
PLSCT00000001635	CDD:cd01868
PLSCT00000005933	CDD:cd00167
PLSCT00000007254	CDD:cd01860
PLSCT00000015086	CDD:cd00162,CDD:cd12437
PLSCT00000009796	CDD:cd00046,CDD:cd00079
PLSCT00000004581	CDD:cd12671
PLSCT00000011633	CDD:cd06613
PLSCT00000008042	CDD:cd06660
PLSCT00000014889	CDD:cd07840
PLSCT00000001590	CDD:cd00232
PLSCT00000014983	CDD:cd06186
PLSCT00000018456	CDD:cd08679
PLSCT00000019070	CDD:cd01420
PLSCT00000021595	CDD:cd12885
PLSCT00000020394	CDD:cd07017
PLSCT00000019825	CDD:cd00887
PLSCT00000002228	CDD:cd00577
PLSCT00000006212	CDD:cd10017
PLSCT00000006892	CDD:cd00012
PLSCT00000006771	CDD:cd10014,CDD:cd10145
PLSCT00000001430	CDD:cd07250,CDD:cd08342
PLSCT00000000477	CDD:cd03800
PLSCT00000015168	CDD:cd12823
PLSCT00000002429	CDD:cd11321
PLSCT00000002129	CDD:cd06257,CDD:cd10719,CDD:cd10747
PLSCT00000003067	CDD:cd01427
PLSCT00000002852	CDD:cd14792
PLSCT00000018858	CDD:cd00195
PLSCT00000005801	CDD:cd03791
PLSCT00000008854	CDD:cd00590
PLSCT00000004707	CDD:cd10017
PLSCT00000010141	CDD:cd00046
PLSCT00000009770	CDD:cd14212
PLSCT00000008277	CDD:cd03281
PLSCT00000015708	CDD:cd00037
PLSCT00000016365	CDD:cd06257
PLSCT00000020134	CDD:cd00831
PLSCT00000015726	CDD:cd05356
PLSCT00000005877	CDD:cd03761
PLSCT00000004127	CDD:cd00200
PLSCT00000016619	CDD:cd01717
PLSCT00000014259	CDD:cd06257,CDD:cd10719,CDD:cd10747
PLSCT00000012114	CDD:cd00009
PLSCT00000018672	CDD:cd11560
PLSCT00000001522	CDD:cd00074
PLSCT00000002748	CDD:cd04015
PLSCT00000008834	CDD:cd13214
PLSCT00000015916	CDD:cd00046,CDD:cd00079
PLSCT00000014984	CDD:cd00046,CDD:cd00079
PLSCT00000011529	CDD:cd07821
PLSCT00000011454	CDD:cd05528
PLSCT00000017605	CDD:cd09251
PLSCT00000018517	CDD:cd02440
PLSCT00000012686	CDD:cd07249
PLSCT00000015300	CDD:cd03250
PLSCT00000018855	CDD:cd02851
PLSCT00000016636	CDD:cd00412
PLSCT00000018382	CDD:cd00046
PLSCT00000007808	CDD:cd09818
PLSCT00000006503	CDD:cd00043
PLSCT00000003452	CDD:cd00079
PLSCT00000014332	CDD:cd05599
PLSCT00000005074	CDD:cd00195
PLSCT00000020500	CDD:cd00051,CDD:cd05117
PLSCT00000002793	CDD:cd03483
PLSCT00000015208	CDD:cd00614
PLSCT00000001599	CDD:cd06257
PLSCT00000012624	CDD:cd00204
PLSCT00000005526	CDD:cd00693
PLSCT00000001052	CDD:cd05402
PLSCT00000014723	CDD:cd03784
PLSCT00000004462	CDD:cd01061
PLSCT00000018308	CDD:cd06144
PLSCT00000001927	CDD:cd00051
PLSCT00000018643	CDD:cd12246,CDD:cd12247
PLSCT00000020846	CDD:cd05015
PLSCT00000018073	CDD:cd11660
PLSCT00000021203	CDD:cd04301
PLSCT00000014204	CDD:cd07572
PLSCT00000004167	CDD:cd04301
PLSCT00000002441	CDD:cd03506
PLSCT00000007700	CDD:cd06171
PLSCT00000012113	CDD:cd00009
PLSCT00000019506	CDD:cd01420
PLSCT00000008143	CDD:cd00048,CDD:cd00593
PLSCT00000000459	CDD:cd00143
PLSCT00000002474	CDD:cd01173
PLSCT00000009093	CDD:cd06174
PLSCT00000015235	CDD:cd00170
PLSCT00000011534	CDD:cd06171
PLSCT00000009344	CDD:cd09034
PLSCT00000015843	CDD:cd11371
PLSCT00000002285	CDD:cd10507
PLSCT00000004187	CDD:cd00130
PLSCT00000001569	CDD:cd08771
PLSCT00000000612	CDD:cd00030
PLSCT00000021600	CDD:cd00009
PLSCT00000016077	CDD:cd15492,CDD:cd15571
PLSCT00000019930	CDD:cd14125
PLSCT00000002685	CDD:cd05778
PLSCT00000013959	CDD:cd12266
PLSCT00000021252	CDD:cd02869
PLSCT00000005291	CDD:cd08958
PLSCT00000003504	CDD:cd00024
PLSCT00000007280	CDD:cd11299
PLSCT00000021526	CDD:cd11566
PLSCT00000014060	CDD:cd04465
PLSCT00000004098	CDD:cd00046
PLSCT00000014135	CDD:cd03016
PLSCT00000014790	CDD:cd13971
PLSCT00000007069	CDD:cd00204,CDD:cd13999
PLSCT00000003912	CDD:cd07018,CDD:cd07023
PLSCT00000021459	CDD:cd00130
PLSCT00000002691	CDD:cd00806
PLSCT00000001973	CDD:cd02508,CDD:cd04651
PLSCT00000015825	CDD:cd00009
PLSCT00000015033	CDD:cd00268
PLSCT00000017884	CDD:cd05574
PLSCT00000000433	CDD:cd08771
PLSCT00000004129	CDD:cd07246
PLSCT00000017421	CDD:cd00073
PLSCT00000002979	CDD:cd01407
PLSCT00000005099	CDD:cd03221
PLSCT00000002265	CDD:cd01486
PLSCT00000016772	CDD:cd09238,CDD:cd09246
PLSCT00000018378	CDD:cd02037
PLSCT00000013682	CDD:cd06257
PLSCT00000001163	CDD:cd05796
PLSCT00000012755	CDD:cd02205
PLSCT00000009575	CDD:cd00027
PLSCT00000021446	CDD:cd10017
PLSCT00000007128	CDD:cd00519
PLSCT00000011678	CDD:cd05926
PLSCT00000018243	CDD:cd05233
PLSCT00000012582	CDD:cd00030
PLSCT00000020715	CDD:cd01733
PLSCT00000004860	CDD:cd12153
PLSCT00000006949	CDD:cd01837
PLSCT00000006599	CDD:cd00167
PLSCT00000005587	CDD:cd00332
PLSCT00000010146	CDD:cd14422
PLSCT00000013640	CDD:cd01851
PLSCT00000017676	CDD:cd13648
PLSCT00000010783	CDD:cd05243
PLSCT00000008580	CDD:cd00177
PLSCT00000020946	CDD:cd00073
PLSCT00000007110	CDD:cd00079
PLSCT00000010686	CDD:cd00609
PLSCT00000008761	CDD:cd00293
PLSCT00000002561	CDD:cd00332
PLSCT00000019852	CDD:cd03016
PLSCT00000009137	CDD:cd02668
PLSCT00000004821	CDD:cd05121
PLSCT00000006005	CDD:cd00177
PLSCT00000008747	CDD:cd00051,CDD:cd05399
PLSCT00000004650	CDD:cd01424
PLSCT00000002184	CDD:cd00693
PLSCT00000014439	CDD:cd01427
PLSCT00000006560	CDD:cd00156
PLSCT00000003673	CDD:cd11288,CDD:cd11291
PLSCT00000017681	CDD:cd00265
PLSCT00000018021	CDD:cd12408,CDD:cd12933
PLSCT00000015243	CDD:cd01390
PLSCT00000012956	CDD:cd00020
PLSCT00000001346	CDD:cd00431
PLSCT00000017856	CDD:cd00009
PLSCT00000002905	CDD:cd09232
PLSCT00000008385	CDD:cd06660
PLSCT00000001778	CDD:cd02860,CDD:cd10315,CDD:cd11341
PLSCT00000004194	CDD:cd08760
PLSCT00000012121	CDD:cd00167
PLSCT00000002611	CDD:cd02440
PLSCT00000015888	CDD:cd00195
PLSCT00000001374	CDD:cd00071
PLSCT00000007188	CDD:cd02516
PLSCT00000014496	CDD:cd01612
PLSCT00000003852	CDD:cd01427
PLSCT00000001125	CDD:cd05282
PLSCT00000011575	CDD:cd02999
PLSCT00000012266	CDD:cd07782
PLSCT00000018118	CDD:cd00009
PLSCT00000004642	CDD:cd00570
PLSCT00000010107	CDD:cd03249
PLSCT00000010982	CDD:cd00733
PLSCT00000006439	CDD:cd01887,CDD:cd03703
PLSCT00000013675	CDD:cd03442
PLSCT00000016393	CDD:cd00162,CDD:cd12108
PLSCT00000013562	CDD:cd00200
PLSCT00000012911	CDD:cd06174
PLSCT00000005027	CDD:cd04590
PLSCT00000009986	CDD:cd00056
PLSCT00000004515	CDD:cd04905,CDD:cd13631
PLSCT00000013369	CDD:cd06174
PLSCT00000016821	CDD:cd01883,CDD:cd04089
PLSCT00000007014	CDD:cd00018
PLSCT00000009220	CDD:cd00200
PLSCT00000006564	CDD:cd00078,CDD:cd14327
PLSCT00000017504	CDD:cd15614
PLSCT00000001429	CDD:cd02947
PLSCT00000018764	CDD:cd01398
PLSCT00000011266	CDD:cd01310
PLSCT00000001049	CDD:cd05402
PLSCT00000020700	CDD:cd00009
PLSCT00000012818	CDD:cd04474
PLSCT00000013895	CDD:cd14066
PLSCT00000009626	CDD:cd00027
