PLSCT00000016654	GO:0004609,GO:0008654
PLSCT00000008186	GO:0005515
PLSCT00000021232	GO:0005515
PLSCT00000017387	GO:0016021
PLSCT00000004919	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0000166,GO:0004814,GO:0005524,GO:0005737,GO:0006420,GO:0004814,GO:0005524,GO:0006420
PLSCT00000002845	GO:0005488,GO:0005634,GO:0007067,GO:0030261,GO:0007076
PLSCT00000016320	GO:0003942,GO:0005737,GO:0008652,GO:0016620,GO:0046983,GO:0055114,GO:0004073,GO:0009086,GO:0009088,GO:0009089,GO:0009097,GO:0050661,GO:0055114,GO:0016620,GO:0051287,GO:0055114
PLSCT00000010162	GO:0004357,GO:0006750,GO:0004357,GO:0042398
PLSCT00000014374	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0004674,GO:0005524,GO:0006468
PLSCT00000010927	GO:0003968
PLSCT00000008590	GO:0003677,GO:0006355
PLSCT00000011452	GO:0003824,GO:0008152
PLSCT00000009941	GO:0005506,GO:0016705,GO:0020037,GO:0055114
PLSCT00000016590	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000020707	GO:0003747,GO:0006415,GO:0005737,GO:0006415,GO:0016149
PLSCT00000014450	GO:0003824,GO:0006099,GO:0008964,GO:0015977
PLSCT00000000912	GO:0004177,GO:0004177,GO:0006508,GO:0008270
PLSCT00000000866	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0003735,GO:0006412,GO:0015934
PLSCT00000010884	GO:0003677,GO:0003700,GO:0006355
PLSCT00000007441	GO:0003677,GO:0003700,GO:0006355
PLSCT00000009470	GO:0005216,GO:0055085,GO:0005247,GO:0006821,GO:0016020,GO:0055085
PLSCT00000021438	GO:0003677,GO:0003918,GO:0005524,GO:0006265,GO:0003918,GO:0005524
PLSCT00000004446	GO:0003723,GO:0005730,GO:0030529,GO:0042254
PLSCT00000010099	GO:0003779,GO:0005622,GO:0015629,GO:0030042
PLSCT00000013899	GO:0005524
PLSCT00000001270	GO:0005515,GO:0005515,GO:0008270,GO:0006355,GO:0042393
PLSCT00000016402	GO:0003824,GO:0004332,GO:0006096
PLSCT00000019777	GO:0005524,GO:0016887
PLSCT00000018370	GO:0005515
PLSCT00000002456	GO:0005515
PLSCT00000016705	GO:0004672,GO:0005524,GO:0006468
PLSCT00000012993	GO:0005515
PLSCT00000019932	GO:0006511
PLSCT00000003425	GO:0003676,GO:0008270,GO:0003677
PLSCT00000014598	GO:0005488
PLSCT00000020784	GO:0004345,GO:0006006,GO:0055114
PLSCT00000019701	GO:0005634,GO:0006260
PLSCT00000005163	GO:0005524,GO:0016887
PLSCT00000002952	GO:0003677,GO:0006355
PLSCT00000010660	GO:0005515
PLSCT00000017625	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000003365	GO:0016021
PLSCT00000007217	GO:0003824,GO:0005992
PLSCT00000015898	GO:0003677
PLSCT00000015769	GO:0005515
PLSCT00000005462	GO:0005515
PLSCT00000001715	GO:0006914
PLSCT00000021124	GO:0003824,GO:0005975
PLSCT00000004669	GO:0003824,GO:0016846
PLSCT00000016294	GO:0001522,GO:0031429,GO:0042254,GO:0001522,GO:0042254
PLSCT00000005862	GO:0009765,GO:0016020
PLSCT00000002909	GO:0004601,GO:0006979,GO:0020037,GO:0055114
PLSCT00000011745	GO:0005488
PLSCT00000003060	GO:0007094
PLSCT00000014537	GO:0016874
PLSCT00000018709	GO:0046983
PLSCT00000015418	GO:0000049
PLSCT00000020621	GO:0003993
PLSCT00000002166	GO:0043461
PLSCT00000007231	GO:0003993,GO:0046872
PLSCT00000008526	GO:0016491,GO:0055114
PLSCT00000002898	GO:0005515,GO:0005730,GO:0006364
PLSCT00000007047	GO:0016020,GO:0016491,GO:0055114,GO:0016491,GO:0055114
PLSCT00000006210	GO:0005515
PLSCT00000007799	GO:0000123,GO:0005634,GO:0016573,GO:0005488
PLSCT00000015093	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000014925	GO:0003952,GO:0005524,GO:0009435,GO:0006807,GO:0016810
PLSCT00000005638	GO:0005515
PLSCT00000003119	GO:0005506,GO:0016226,GO:0051536
PLSCT00000005592	GO:0005515,GO:0005815,GO:0034453
PLSCT00000011405	GO:0004721,GO:0009742,GO:0005515,GO:0016787
PLSCT00000020763	GO:0015018,GO:0016020
PLSCT00000000906	GO:0003777,GO:0005524,GO:0007018,GO:0003777,GO:0005524,GO:0007018,GO:0008017,GO:0003777,GO:0007018,GO:0005488,GO:0005515,GO:0008017,GO:0032886,GO:0048364
PLSCT00000014287	GO:0005774,GO:0005886,GO:0006814,GO:0009651,GO:0055075,GO:0006812,GO:0015299,GO:0016021,GO:0006812,GO:0015299,GO:0016021,GO:0055085,GO:0006814,GO:0006885,GO:0015385,GO:0016021,GO:0055085
PLSCT00000011344	GO:0005634,GO:0018024
PLSCT00000012151	GO:0005488,GO:0006886,GO:0008536
PLSCT00000012095	GO:0006479,GO:0008168
PLSCT00000017366	GO:0004672,GO:0005524,GO:0006468
PLSCT00000013345	GO:0006457,GO:0051082
PLSCT00000002737	GO:0006606
PLSCT00000016020	GO:0004616,GO:0055114,GO:0016491,GO:0055114,GO:0051287,GO:0055114
PLSCT00000006893	GO:0005634,GO:0006338
PLSCT00000010433	GO:0002161
PLSCT00000006295	GO:0000155,GO:0000160
PLSCT00000009742	GO:0005524,GO:0016887,GO:0016020
PLSCT00000019631	GO:0030001,GO:0046872
PLSCT00000009863	GO:0006351
PLSCT00000007474	GO:0004647,GO:0006564,GO:0008152,GO:0016791
PLSCT00000007080	GO:0005515
PLSCT00000011644	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000017243	GO:0004642,GO:0006189
PLSCT00000001224	GO:0000287,GO:0004743,GO:0006096,GO:0030955,GO:0003824,GO:0004743,GO:0006096
PLSCT00000015915	GO:0005524,GO:0006298,GO:0030983,GO:0006298,GO:0032300
PLSCT00000007090	GO:0005524,GO:0016887
PLSCT00000009235	GO:0005515
PLSCT00000004128	GO:0005515
PLSCT00000019520	GO:0042626
PLSCT00000008129	GO:0005886,GO:0008272,GO:0015116,GO:0008271,GO:0008272,GO:0016020,GO:0055085,GO:0008272,GO:0015116,GO:0016021
PLSCT00000010142	GO:0003676,GO:0005524
PLSCT00000012439	GO:0004857,GO:0005618,GO:0030599,GO:0042545
PLSCT00000014491	GO:0003677,GO:0006355
PLSCT00000020694	GO:0005524,GO:0006457,GO:0006950,GO:0051082
PLSCT00000001050	GO:0016779
PLSCT00000017671	GO:0005515
PLSCT00000004017	GO:0009019,GO:0030488
PLSCT00000017068	GO:0016301
PLSCT00000018236	GO:0005515
PLSCT00000020310	GO:0005488,GO:0005515
PLSCT00000003599	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000012474	GO:0005509,GO:0005515
PLSCT00000015105	GO:0008270
PLSCT00000000690	GO:0004222,GO:0005524,GO:0006508,GO:0005524
PLSCT00000008549	GO:0005515
PLSCT00000012871	GO:0016491,GO:0055114
PLSCT00000004107	GO:0003723,GO:0004831
PLSCT00000003992	GO:0016779
PLSCT00000019598	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0003735,GO:0006412,GO:0015934
PLSCT00000009525	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000018376	GO:0005618,GO:0030599,GO:0042545
PLSCT00000007805	GO:0003700,GO:0006355,GO:0043565
PLSCT00000007618	GO:0004571,GO:0005509,GO:0016020
PLSCT00000001880	GO:0005524
PLSCT00000008945	GO:0003677,GO:0003899,GO:0006351,GO:0003899,GO:0006351,GO:0032549
PLSCT00000015383	GO:0005515,GO:0005515,GO:0008270
PLSCT00000012183	GO:0006886,GO:0016192,GO:0030131
PLSCT00000012234	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000012160	GO:0003824,GO:0016614,GO:0050660,GO:0055114,GO:0016491,GO:0050660,GO:0055114,GO:0050660
PLSCT00000010283	GO:0004040
PLSCT00000011917	GO:0015078,GO:0015991,GO:0033179
PLSCT00000001520	GO:0000786,GO:0003677,GO:0005634,GO:0003677,GO:0046982
PLSCT00000008587	GO:0004185,GO:0006508
PLSCT00000011920	GO:0005509
PLSCT00000012059	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005515,GO:0005524
PLSCT00000005125	GO:0005524,GO:0008270
PLSCT00000005098	GO:0005524,GO:0016887
PLSCT00000009735	GO:0008375,GO:0016020
PLSCT00000012875	GO:0003824
PLSCT00000015526	GO:0005515
PLSCT00000021437	GO:0005488,GO:0005515
PLSCT00000008331	GO:0003697,GO:0006260
PLSCT00000007507	GO:0005515
PLSCT00000009422	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000014533	GO:0004075,GO:0005524,GO:0005524,GO:0005524,GO:0046872
PLSCT00000021627	GO:0008152,GO:0016491,GO:0016620,GO:0055114,GO:0008152,GO:0016491,GO:0055114
PLSCT00000017889	GO:0000166,GO:0003676
PLSCT00000019352	GO:0005524,GO:0006139,GO:0019205
PLSCT00000002100	GO:0005515,GO:0005515,GO:0008270
PLSCT00000021424	GO:0004672,GO:0005524,GO:0006468,GO:0005524
PLSCT00000001314	GO:0005789,GO:0019706,GO:0008270
PLSCT00000007594	GO:0004601,GO:0006979,GO:0020037,GO:0055114
PLSCT00000002886	GO:0003777,GO:0005524,GO:0007018,GO:0008017,GO:0003777,GO:0007018
PLSCT00000018790	GO:0005634,GO:0006355
PLSCT00000020286	GO:0042578,GO:0052866
PLSCT00000017328	GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085
PLSCT00000020599	GO:0005524,GO:0016887
PLSCT00000006547	GO:0008152,GO:0016787
PLSCT00000009918	GO:0003824,GO:0004807,GO:0008152
PLSCT00000010411	GO:0016491,GO:0055114
PLSCT00000005035	GO:0005506,GO:0016705,GO:0020037,GO:0055114,GO:0016705,GO:0055114
PLSCT00000014145	GO:0005515
PLSCT00000017819	GO:0005515
PLSCT00000005625	GO:0016021
PLSCT00000011659	GO:0005786,GO:0006614,GO:0008312,GO:0030942,GO:0006614,GO:0008312,GO:0048500
PLSCT00000010956	GO:0005515
PLSCT00000008641	GO:0005515
PLSCT00000003835	GO:0000166,GO:0046872
PLSCT00000015445	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000007553	GO:0003677,GO:0003700,GO:0006355
PLSCT00000014448	GO:0004872
PLSCT00000020031	GO:0003824,GO:0008152
PLSCT00000011675	GO:0003824,GO:0005515
PLSCT00000005089	GO:0006629,GO:0016717,GO:0055114
PLSCT00000016421	GO:0005515
PLSCT00000006084	GO:0005524,GO:0035299
PLSCT00000017127	GO:0005515
PLSCT00000008105	GO:0003690,GO:0006355
PLSCT00000012275	GO:0004553,GO:0005975,GO:0005618,GO:0006073,GO:0016762,GO:0048046,GO:0010411,GO:0016762,GO:0042546
PLSCT00000017993	GO:0006508,GO:0008233
PLSCT00000013656	GO:0003676,GO:0003723,GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0003723,GO:0003735,GO:0005840,GO:0006412
PLSCT00000008599	GO:0005216,GO:0055085,GO:0005247,GO:0006821,GO:0016020,GO:0055085
PLSCT00000013173	GO:0005524,GO:0005975,GO:0008974,GO:0005524,GO:0008152,GO:0016301
PLSCT00000011598	GO:0003684,GO:0004519,GO:0005634,GO:0006281
PLSCT00000020020	GO:0005488,GO:0006886,GO:0008536,GO:0006913,GO:0008565
PLSCT00000002682	GO:0005515
PLSCT00000000696	GO:0000226,GO:0000922,GO:0005815,GO:0007020,GO:0043015
PLSCT00000009903	GO:0003723,GO:0005515,GO:0008270
PLSCT00000007194	GO:0006351,GO:0006355
PLSCT00000002329	GO:0005524,GO:0006457,GO:0006950,GO:0051082
PLSCT00000018156	GO:0005634,GO:0008270,GO:0018024,GO:0034968,GO:0018024
PLSCT00000014213	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0019843
PLSCT00000003634	GO:0006810,GO:0006886,GO:0016192,GO:0030117,GO:0008565,GO:0015031,GO:0008565,GO:0030123
PLSCT00000013523	GO:0004735,GO:0006561,GO:0055114,GO:0055114
PLSCT00000020413	GO:0003854,GO:0006694,GO:0016616,GO:0055114
PLSCT00000016980	GO:0003824,GO:0003824,GO:0009058,GO:0030170,GO:0006520,GO:0008483,GO:0030170,GO:0009058,GO:0030170
PLSCT00000014547	GO:0006355
PLSCT00000017674	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000020439	GO:0016021
PLSCT00000009994	GO:0016491,GO:0055114
PLSCT00000021163	GO:0005488,GO:0005515
PLSCT00000009862	GO:0005515,GO:0008270
PLSCT00000020742	GO:0005515,GO:0008270,GO:0006886,GO:0016192
PLSCT00000003703	GO:0005524,GO:0016887
PLSCT00000021038	GO:0000226,GO:0000922,GO:0005815,GO:0007020,GO:0043015
PLSCT00000019942	GO:0004843,GO:0005622,GO:0006511
PLSCT00000011651	GO:0005215,GO:0006810,GO:0016020
PLSCT00000008583	GO:0003824,GO:0016831,GO:0019752,GO:0030170
PLSCT00000008743	GO:0003824,GO:0050662
PLSCT00000011481	GO:0005515
PLSCT00000015679	GO:0003677
PLSCT00000007167	GO:0003958,GO:0055114,GO:0010181,GO:0010181,GO:0055114,GO:0016491,GO:0055114
PLSCT00000018411	GO:0005515
PLSCT00000005418	GO:0003676,GO:0005524
PLSCT00000013136	GO:0005488,GO:0005874
PLSCT00000012006	GO:0055085
PLSCT00000010312	GO:0000049,GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0000166,GO:0004822,GO:0005524,GO:0005737,GO:0006428,GO:0000166,GO:0006418
PLSCT00000014497	GO:0016020
PLSCT00000007385	GO:0008168
PLSCT00000021120	GO:0003677,GO:0003918,GO:0005524,GO:0006259,GO:0006265,GO:0003677,GO:0003918,GO:0005524,GO:0006265,GO:0003918,GO:0005524
PLSCT00000014545	GO:0005515,GO:0008270,GO:0046872
PLSCT00000013355	GO:0005515
PLSCT00000020821	GO:0003824,GO:0008152
PLSCT00000019460	GO:0006351,GO:0043565
PLSCT00000013580	GO:0004553,GO:0005975,GO:0005975
PLSCT00000006127	GO:0005515
PLSCT00000019872	GO:0004616,GO:0055114,GO:0016491,GO:0055114
PLSCT00000009399	GO:0009055
PLSCT00000019925	GO:0006886,GO:0016192
PLSCT00000016150	GO:0003935,GO:0009231,GO:0008686,GO:0009231
PLSCT00000018257	GO:0005515
PLSCT00000021338	GO:0005524
PLSCT00000016201	GO:0005215,GO:0006811,GO:0016020,GO:0006810,GO:0016020,GO:0055085
PLSCT00000013909	GO:0016798
PLSCT00000000524	GO:0005515
PLSCT00000012982	GO:0016491,GO:0055114,GO:0016614,GO:0050660,GO:0055114,GO:0016614,GO:0055114,GO:0046577,GO:0055114
PLSCT00000015249	GO:0003700,GO:0005634,GO:0006355,GO:0043565
PLSCT00000014752	GO:0005506,GO:0016705,GO:0020037,GO:0055114
PLSCT00000019179	GO:0000166,GO:0003676
PLSCT00000002894	GO:0004601,GO:0006979,GO:0020037,GO:0055114,GO:0004601,GO:0042744
PLSCT00000000667	GO:0005515
PLSCT00000010827	GO:0006457
PLSCT00000009134	GO:0003677,GO:0003700,GO:0003700,GO:0006355
PLSCT00000015230	GO:0005515
PLSCT00000016773	GO:0032472
PLSCT00000020387	GO:0003924,GO:0005200,GO:0005525,GO:0005874,GO:0007017,GO:0005525,GO:0005874,GO:0007017,GO:0005874,GO:0007017
PLSCT00000002073	GO:0005747,GO:0006120
PLSCT00000001579	GO:0005525
PLSCT00000017918	GO:0016491,GO:0055114,GO:0071949
PLSCT00000009272	GO:0005515,GO:0008270
PLSCT00000011774	GO:0000166,GO:0003676
PLSCT00000018439	GO:0000226,GO:0000922,GO:0005815,GO:0007020,GO:0043015
PLSCT00000008988	GO:0000166,GO:0003676
PLSCT00000001075	GO:0003723,GO:0003723,GO:0005525,GO:0005622,GO:0005525
PLSCT00000013271	GO:0005524,GO:0016887
PLSCT00000008176	GO:0005215,GO:0006810,GO:0016020
PLSCT00000007005	GO:0006465,GO:0008233,GO:0016020
PLSCT00000008195	GO:0016021,GO:0055085
PLSCT00000015092	GO:0005506,GO:0016705,GO:0020037,GO:0055114,GO:0016705,GO:0055114
PLSCT00000015614	GO:0005515,GO:1902979
PLSCT00000015810	GO:0005524,GO:0016887
PLSCT00000003242	GO:0005524,GO:0005777,GO:0007031,GO:0005524,GO:0005778,GO:0006625,GO:0042623
PLSCT00000010771	GO:0005515
PLSCT00000020969	GO:0004190,GO:0006508
PLSCT00000013560	GO:0006367,GO:0043565
PLSCT00000002082	GO:0003824,GO:0003824,GO:0008152,GO:0005975,GO:0016857
PLSCT00000018120	GO:0005783
PLSCT00000005434	GO:0005515,GO:0008270
PLSCT00000016416	GO:0005488,GO:0005515
PLSCT00000020242	GO:0000774,GO:0006457,GO:0042803,GO:0051087
PLSCT00000007259	GO:0005515
PLSCT00000017876	GO:0005525,GO:0007264
PLSCT00000015414	GO:0003924,GO:0005200,GO:0005525,GO:0005874,GO:0007017,GO:0005874,GO:0007017
PLSCT00000013913	GO:0004497,GO:0005506,GO:0016705,GO:0020037,GO:0055114,GO:0005506,GO:0016705,GO:0020037,GO:0055114,GO:0016705,GO:0055114
PLSCT00000005101	GO:0004842
PLSCT00000007932	GO:0003824,GO:0009058
PLSCT00000020278	GO:0003968
PLSCT00000019870	GO:0003677,GO:0003824,GO:0004518,GO:0006281,GO:0006281,GO:0035312
PLSCT00000010806	GO:0016020,GO:0016628,GO:0055114
PLSCT00000009339	GO:0004222,GO:0006508
PLSCT00000019796	GO:0006950
PLSCT00000014455	GO:0004379,GO:0004379,GO:0006499
PLSCT00000008039	GO:0005524,GO:0016887
PLSCT00000010799	GO:0000145,GO:0006887
PLSCT00000013548	GO:0003746,GO:0005525,GO:0005622,GO:0006414,GO:0003746,GO:0006414,GO:0009507,GO:0003924,GO:0005525,GO:0005525
PLSCT00000007445	GO:0004672,GO:0005524,GO:0006468
PLSCT00000021519	GO:0005515,GO:0006511,GO:0036459,GO:0016579,GO:0036459
PLSCT00000011638	GO:0000166,GO:0003824,GO:0044237,GO:0003899,GO:0006351
PLSCT00000020578	GO:0000287,GO:0004743,GO:0006096,GO:0030955,GO:0003824
PLSCT00000004142	GO:0005515
PLSCT00000002475	GO:0008478,GO:0009443
PLSCT00000020023	GO:0005515
PLSCT00000017096	GO:0005515
PLSCT00000010792	GO:0004601,GO:0006979,GO:0020037,GO:0055114,GO:0004601,GO:0055114
PLSCT00000011530	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000008359	GO:0004725,GO:0016311,GO:0016791
PLSCT00000007104	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000011358	GO:0009765,GO:0016020
PLSCT00000002670	GO:0030246
PLSCT00000011658	GO:0003677,GO:0003677,GO:0006355
PLSCT00000010672	GO:0003824,GO:0008152
PLSCT00000016852	GO:0008168,GO:0032259
PLSCT00000007448	GO:0005215,GO:0016021,GO:0055085,GO:0016020,GO:0022891,GO:0055085,GO:0016021,GO:0022857,GO:0055085
PLSCT00000004218	GO:0004190,GO:0016021
PLSCT00000017693	GO:0055085
PLSCT00000009880	GO:0003676,GO:0046872
PLSCT00000010364	GO:0006486,GO:0008378,GO:0016020,GO:0030246
PLSCT00000021071	GO:0006368,GO:0016570,GO:0016593
PLSCT00000019072	GO:0006306
PLSCT00000008980	GO:0003677,GO:0003899,GO:0006351,GO:0003899,GO:0005634,GO:0006351,GO:0008270
PLSCT00000013408	GO:0005515,GO:0005515,GO:0008270
PLSCT00000001617	GO:0045454
PLSCT00000007856	GO:0003677
PLSCT00000001685	GO:0008757
PLSCT00000002695	GO:0005525,GO:0007264
PLSCT00000008574	GO:0004553,GO:0005975,GO:0005525
PLSCT00000004494	GO:0016209,GO:0016491,GO:0055114,GO:0045454
PLSCT00000014325	GO:0006457,GO:0051082,GO:0031072,GO:0051082
PLSCT00000000683	GO:0000166,GO:0000166,GO:0046872,GO:0000287,GO:0004012,GO:0005524,GO:0015914,GO:0016021
PLSCT00000000497	GO:0005096
PLSCT00000009248	GO:0000166,GO:0000166,GO:0046872,GO:0000287,GO:0004012,GO:0005524,GO:0015914,GO:0016021,GO:0016021
PLSCT00000009740	GO:0005524,GO:0016887,GO:0016020
PLSCT00000007939	GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085
PLSCT00000010918	GO:0004164,GO:0017183,GO:0008152,GO:0008168
PLSCT00000007310	GO:0003777,GO:0005524,GO:0007018,GO:0003777,GO:0005524,GO:0007018,GO:0008017,GO:0003777,GO:0007018
PLSCT00000017928	GO:0009055,GO:0022900,GO:0051537,GO:0009055,GO:0051536
PLSCT00000007303	GO:0016020
PLSCT00000006963	GO:0003989,GO:0006633,GO:0009317
PLSCT00000013555	GO:0006367,GO:0043565
PLSCT00000002858	GO:0004618,GO:0006096
PLSCT00000006982	GO:0003676,GO:0046872
PLSCT00000017807	GO:0003824,GO:0046872,GO:0046872
PLSCT00000016032	GO:0005506,GO:0016705,GO:0020037,GO:0055114,GO:0016705,GO:0055114
PLSCT00000014986	GO:0009231,GO:0009349
PLSCT00000016794	GO:0003676,GO:0005634,GO:0008270,GO:0003676,GO:0008270
PLSCT00000015891	GO:0003677,GO:0003700,GO:0006352,GO:0006355,GO:0016987
PLSCT00000020068	GO:0000226,GO:0000922,GO:0005815,GO:0007020,GO:0043015
PLSCT00000004293	GO:0003824
PLSCT00000018301	GO:0005576
PLSCT00000002194	GO:0004222,GO:0006508,GO:0008233,GO:0071586
PLSCT00000004147	GO:0008641
PLSCT00000002915	GO:0003677,GO:0004003,GO:0005524,GO:0004003,GO:0016818,GO:0005524
PLSCT00000008153	GO:0004553,GO:0004553,GO:0005975
PLSCT00000012590	GO:0000160
PLSCT00000005136	GO:0004185,GO:0006508
PLSCT00000019957	GO:0003824,GO:0008152
PLSCT00000017717	GO:0005524
PLSCT00000004871	GO:0000287,GO:0016616,GO:0051287,GO:0055114,GO:0004449,GO:0006099,GO:0055114,GO:0016616,GO:0055114
PLSCT00000004322	GO:0004462,GO:0046872
PLSCT00000008001	GO:0005524
PLSCT00000017853	GO:0005515
PLSCT00000001573	GO:0005515
PLSCT00000017413	GO:0004601,GO:0006979,GO:0020037,GO:0055114
PLSCT00000004840	GO:0004386
PLSCT00000018059	GO:0008152,GO:0016491,GO:0016620,GO:0055114,GO:0008152,GO:0016491,GO:0055114
PLSCT00000008960	GO:0003676,GO:0008168,GO:0032259
PLSCT00000007667	GO:0008289
PLSCT00000011222	GO:0005488,GO:0005515
PLSCT00000010702	GO:0006914
PLSCT00000001415	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000008645	GO:0005515
PLSCT00000006397	GO:0005784,GO:0006886
PLSCT00000011772	GO:0005488
PLSCT00000018886	GO:0006351,GO:0046983
PLSCT00000012022	GO:0005515,GO:0006396
PLSCT00000011585	GO:0005515,GO:0007165,GO:0043531
PLSCT00000009043	GO:0005515
PLSCT00000019892	GO:0005789
PLSCT00000009108	GO:0016020
PLSCT00000006112	GO:0016020
PLSCT00000006556	GO:0000145,GO:0006887,GO:0005737,GO:0006887,GO:0048278
PLSCT00000014112	GO:0003723
PLSCT00000020584	GO:0005737,GO:0006629,GO:0016021,GO:0016627
PLSCT00000001031	GO:0003824,GO:0003824,GO:0005975,GO:0003824,GO:0005975,GO:0043169,GO:0005975
PLSCT00000020879	GO:0003824,GO:0004332,GO:0006096
PLSCT00000012683	GO:0004252,GO:0006508
PLSCT00000001539	GO:0000139,GO:0005737,GO:0006886,GO:0048280,GO:0048193
PLSCT00000001212	GO:0005488
PLSCT00000001772	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0003735,GO:0006412
PLSCT00000020010	GO:0003824,GO:0008152
PLSCT00000015001	GO:0005524,GO:0016887
PLSCT00000016563	GO:0006855,GO:0015238,GO:0015297,GO:0016020,GO:0055085
PLSCT00000013299	GO:0003677,GO:0006355
PLSCT00000008288	GO:0005524,GO:0016887
PLSCT00000021329	GO:0005085,GO:0007264,GO:0005488
PLSCT00000021638	GO:0004427,GO:0009678,GO:0015992,GO:0016020
PLSCT00000010501	GO:0005737
PLSCT00000007250	GO:0005506,GO:0006633,GO:0016491,GO:0055114
PLSCT00000005970	GO:0003676,GO:0005524,GO:0008026,GO:0005524
PLSCT00000018917	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005515,GO:0005524
PLSCT00000019210	GO:0000166,GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000018095	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000012614	GO:0003676,GO:0006351,GO:0008270,GO:0006351,GO:0006379
PLSCT00000017064	GO:0008270,GO:0016491,GO:0055114,GO:0016491,GO:0055114
PLSCT00000020533	GO:0005515,GO:0006396
PLSCT00000018611	GO:0005488,GO:0005524
PLSCT00000007201	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000000851	GO:0006486,GO:0008378,GO:0016020
PLSCT00000000479	GO:0008152,GO:0016746
PLSCT00000011619	GO:0003924,GO:0005200,GO:0005525,GO:0005874,GO:0007017,GO:0005874,GO:0007017
PLSCT00000017839	GO:0003723,GO:0008168,GO:0032259
PLSCT00000013906	GO:0005509
PLSCT00000019308	GO:0005515
PLSCT00000013798	GO:0004519,GO:0006281
PLSCT00000013821	GO:0004097,GO:0055114,GO:0008152,GO:0016491
PLSCT00000019120	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000003092	GO:0004185,GO:0006508
PLSCT00000018224	GO:0005975
PLSCT00000003254	GO:0005085,GO:0007264
PLSCT00000006588	GO:0030001,GO:0046872
PLSCT00000001042	GO:0005634
PLSCT00000013314	GO:0004386
PLSCT00000020592	GO:0003682,GO:0006351
PLSCT00000019657	GO:0004602,GO:0006979,GO:0055114
PLSCT00000009968	GO:0046872
PLSCT00000021215	GO:0003723
PLSCT00000018595	GO:0003677,GO:0003899,GO:0006351,GO:0006351,GO:0046983
PLSCT00000005768	GO:0006508,GO:0008234
PLSCT00000016827	GO:0007034
PLSCT00000009552	GO:0000166,GO:0005524,GO:0005737,GO:0008033,GO:0016879
PLSCT00000020477	GO:0005515
PLSCT00000012920	GO:0000166,GO:0000398,GO:0003723,GO:0089701,GO:0003676,GO:0046872
PLSCT00000019177	GO:0048208
PLSCT00000014843	GO:0016491,GO:0055114,GO:0016627,GO:0022900,GO:0050660,GO:0055114
PLSCT00000005335	GO:0008152,GO:0016758
PLSCT00000019216	GO:0004177,GO:0005737,GO:0006508,GO:0006508,GO:0008233
PLSCT00000019551	GO:0055085
PLSCT00000021290	GO:0005847,GO:0006378,GO:0006379
PLSCT00000007012	GO:0005515
PLSCT00000006553	GO:0016021,GO:0016757
PLSCT00000010034	GO:0003824,GO:0010181,GO:0016491,GO:0055114,GO:0016491,GO:0016491,GO:0055114
PLSCT00000018405	GO:0005783,GO:0016853,GO:0016853,GO:0045454
PLSCT00000012021	GO:0005515,GO:0006396
PLSCT00000006332	GO:0004842,GO:0006996,GO:0016567,GO:0005515,GO:0008270
PLSCT00000019831	GO:0004089,GO:0008270,GO:0004089,GO:0008270,GO:0015976
PLSCT00000012258	GO:0005488,GO:0005515
