PLSCT00000016654	InterPro:IPR003817,InterPro:IPR033177
PLSCT00000019954	InterPro:IPR028934
PLSCT00000004345	InterPro:IPR006818
PLSCT00000002043	InterPro:IPR007941
PLSCT00000020934	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR017441
PLSCT00000009400	InterPro:IPR005511,InterPro:IPR008367,InterPro:IPR011042,InterPro:IPR013658
PLSCT00000011711	InterPro:IPR001388,InterPro:IPR010908,InterPro:IPR011012
PLSCT00000018512	InterPro:IPR013657
PLSCT00000009494	InterPro:IPR000547,InterPro:IPR011990,InterPro:IPR016024,InterPro:IPR016341
PLSCT00000002484	InterPro:IPR002202,InterPro:IPR004554,InterPro:IPR009023,InterPro:IPR009029,InterPro:IPR023074,InterPro:IPR023076,InterPro:IPR023282
PLSCT00000014989	InterPro:IPR007650
PLSCT00000011094	InterPro:IPR001810
PLSCT00000008215	InterPro:IPR002885,InterPro:IPR004860,InterPro:IPR011990,InterPro:IPR027434,InterPro:IPR033443
PLSCT00000009801	InterPro:IPR005150,InterPro:IPR029044
PLSCT00000019537	InterPro:IPR002347,InterPro:IPR016040
PLSCT00000005339	InterPro:IPR024882,InterPro:IPR025574
PLSCT00000013132	InterPro:IPR012328,InterPro:IPR016039
PLSCT00000017125	InterPro:IPR006594,InterPro:IPR006595,InterPro:IPR013083,InterPro:IPR013144,InterPro:IPR024964
PLSCT00000009166	InterPro:IPR000560,InterPro:IPR029033
PLSCT00000007515	InterPro:IPR001208,InterPro:IPR003593,InterPro:IPR004039,InterPro:IPR008049,InterPro:IPR012340,InterPro:IPR018525,InterPro:IPR027417,InterPro:IPR031327,InterPro:IPR033762
PLSCT00000019663	InterPro:IPR009057
PLSCT00000018147	InterPro:IPR011598,InterPro:IPR025610
PLSCT00000003555	InterPro:IPR025397
PLSCT00000003025	InterPro:IPR001471,InterPro:IPR016177
PLSCT00000021111	InterPro:IPR005150,InterPro:IPR029044
PLSCT00000010223	InterPro:IPR000640,InterPro:IPR000795,InterPro:IPR004161,InterPro:IPR005225,InterPro:IPR005517,InterPro:IPR009000,InterPro:IPR009022,InterPro:IPR014721,InterPro:IPR020568,InterPro:IPR027417,InterPro:IPR031157
PLSCT00000019976	InterPro:IPR008928
PLSCT00000001753	InterPro:IPR029058
PLSCT00000012016	InterPro:IPR009542
PLSCT00000017976	InterPro:IPR001611,InterPro:IPR032675
PLSCT00000018465	InterPro:IPR006043,InterPro:IPR029940
PLSCT00000013177	InterPro:IPR001388,InterPro:IPR010908,InterPro:IPR011012
PLSCT00000002821	InterPro:IPR002472,InterPro:IPR029058,InterPro:IPR030294
PLSCT00000020549	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986
PLSCT00000017108	InterPro:IPR001163,InterPro:IPR010920,InterPro:IPR017132
PLSCT00000004493	InterPro:IPR000866,InterPro:IPR012336,InterPro:IPR013766
PLSCT00000011357	InterPro:IPR009003
PLSCT00000019936	InterPro:IPR000008,InterPro:IPR000300,InterPro:IPR005135
PLSCT00000016545	InterPro:IPR006137,InterPro:IPR006138
PLSCT00000008726	InterPro:IPR005225,InterPro:IPR006689,InterPro:IPR024156,InterPro:IPR027417
PLSCT00000004004	InterPro:IPR012349
PLSCT00000012000	InterPro:IPR028941,InterPro:IPR028942
PLSCT00000020741	InterPro:IPR005150
PLSCT00000013871	InterPro:IPR002671
PLSCT00000000538	InterPro:IPR006139,InterPro:IPR006140,InterPro:IPR016040,InterPro:IPR029752,InterPro:IPR029753,InterPro:IPR033689
PLSCT00000004555	InterPro:IPR012336
PLSCT00000010400	InterPro:IPR005202
PLSCT00000000424	InterPro:IPR011614,InterPro:IPR018028,InterPro:IPR020835,InterPro:IPR024708
PLSCT00000016880	InterPro:IPR002067,InterPro:IPR002113,InterPro:IPR018108,InterPro:IPR023395
PLSCT00000002193	InterPro:IPR000048,InterPro:IPR025064
PLSCT00000019611	InterPro:IPR001296
PLSCT00000002851	InterPro:IPR000772,InterPro:IPR002241,InterPro:IPR013785,InterPro:IPR017853
PLSCT00000014094	InterPro:IPR001005,InterPro:IPR009057,InterPro:IPR017930
PLSCT00000011137	InterPro:IPR000823,InterPro:IPR002016,InterPro:IPR010255,InterPro:IPR019794,InterPro:IPR033905
PLSCT00000015404	InterPro:IPR000795,InterPro:IPR004161,InterPro:IPR009000,InterPro:IPR009001,InterPro:IPR015256,InterPro:IPR027417
PLSCT00000013538	InterPro:IPR029063
PLSCT00000003722	InterPro:IPR024438
PLSCT00000015631	InterPro:IPR026899
PLSCT00000009643	InterPro:IPR003323
PLSCT00000001826	InterPro:IPR008710
PLSCT00000006452	InterPro:IPR001251,InterPro:IPR011074
PLSCT00000003269	InterPro:IPR001440,InterPro:IPR011990,InterPro:IPR012336,InterPro:IPR013026,InterPro:IPR013766,InterPro:IPR019734
PLSCT00000001244	InterPro:IPR004263
PLSCT00000018606	InterPro:IPR000330,InterPro:IPR001650,InterPro:IPR011989,InterPro:IPR014001,InterPro:IPR016024,InterPro:IPR021133,InterPro:IPR022707,InterPro:IPR027417
PLSCT00000007088	InterPro:IPR002549
PLSCT00000013323	InterPro:IPR000195
PLSCT00000017749	InterPro:IPR031595
PLSCT00000006989	InterPro:IPR007378
PLSCT00000009125	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009
PLSCT00000005869	InterPro:IPR004193,InterPro:IPR013783,InterPro:IPR014756,InterPro:IPR015902
PLSCT00000015709	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR008266,InterPro:IPR011009,InterPro:IPR020635
PLSCT00000013088	InterPro:IPR004367,InterPro:IPR006671,InterPro:IPR013763
PLSCT00000015531	InterPro:IPR007863,InterPro:IPR011237,InterPro:IPR011249,InterPro:IPR032632
PLSCT00000006174	InterPro:IPR023753
PLSCT00000006363	InterPro:IPR001163,InterPro:IPR010920
PLSCT00000009090	InterPro:IPR020683
PLSCT00000017309	InterPro:IPR000760,InterPro:IPR020583
PLSCT00000011679	InterPro:IPR000873
PLSCT00000019633	InterPro:IPR029063
PLSCT00000011221	InterPro:IPR019587,InterPro:IPR023393
PLSCT00000019350	InterPro:IPR002885,InterPro:IPR011990,InterPro:IPR032867
PLSCT00000019181	InterPro:IPR001841,InterPro:IPR013083
PLSCT00000007568	InterPro:IPR001440,InterPro:IPR011990,InterPro:IPR013026,InterPro:IPR019734
PLSCT00000015901	InterPro:IPR002327,InterPro:IPR009056
PLSCT00000009624	InterPro:IPR001357
PLSCT00000011224	InterPro:IPR015415,InterPro:IPR027417
PLSCT00000021006	InterPro:IPR000196,InterPro:IPR015972,InterPro:IPR015974,InterPro:IPR023638,InterPro:IPR033935
PLSCT00000018498	InterPro:IPR001251,InterPro:IPR011074
PLSCT00000009370	InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR013525,InterPro:IPR027417,InterPro:IPR029481,InterPro:IPR034001
PLSCT00000004464	InterPro:IPR027417
PLSCT00000008509	InterPro:IPR022003
PLSCT00000000528	InterPro:IPR003440,InterPro:IPR026899
PLSCT00000013092	InterPro:IPR000994,InterPro:IPR001714
PLSCT00000010089	InterPro:IPR006095,InterPro:IPR006096,InterPro:IPR006097,InterPro:IPR016040,InterPro:IPR033524,InterPro:IPR033922
PLSCT00000011120	InterPro:IPR001128,InterPro:IPR002401,InterPro:IPR017972
PLSCT00000011447	InterPro:IPR028015
PLSCT00000007211	InterPro:IPR006671,InterPro:IPR013763,InterPro:IPR031658
PLSCT00000009712	InterPro:IPR004738,InterPro:IPR005828,InterPro:IPR020846
PLSCT00000002895	InterPro:IPR000642,InterPro:IPR003593,InterPro:IPR003959,InterPro:IPR003960,InterPro:IPR005936,InterPro:IPR027417
PLSCT00000018809	InterPro:IPR006569,InterPro:IPR006903,InterPro:IPR008942
PLSCT00000021390	InterPro:IPR001471,InterPro:IPR016177
PLSCT00000016059	InterPro:IPR004353
PLSCT00000004670	InterPro:IPR002293
PLSCT00000000208	InterPro:IPR004282
PLSCT00000001870	InterPro:IPR006600,InterPro:IPR009057
PLSCT00000021172	InterPro:IPR010108,InterPro:IPR023753
PLSCT00000009088	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR013320,InterPro:IPR017441,InterPro:IPR024788
PLSCT00000006290	InterPro:IPR007087
PLSCT00000003678	InterPro:IPR001854
PLSCT00000003237	InterPro:IPR001353,InterPro:IPR029055
PLSCT00000011994	InterPro:IPR000904,InterPro:IPR011989,InterPro:IPR015403,InterPro:IPR016024,InterPro:IPR023394,InterPro:IPR032629,InterPro:IPR032691,InterPro:IPR032817
PLSCT00000019639	InterPro:IPR000330,InterPro:IPR027417
PLSCT00000001406	InterPro:IPR007471,InterPro:IPR030700
PLSCT00000013919	InterPro:IPR005150
PLSCT00000020665	InterPro:IPR005202,InterPro:IPR030015
PLSCT00000018560	InterPro:IPR005654,InterPro:IPR027417
PLSCT00000002752	InterPro:IPR002910
PLSCT00000012801	InterPro:IPR005122
PLSCT00000009664	InterPro:IPR018731
PLSCT00000007170	InterPro:IPR018545
PLSCT00000011115	InterPro:IPR009846,InterPro:IPR017089
PLSCT00000015744	InterPro:IPR005380,InterPro:IPR005381
PLSCT00000016075	InterPro:IPR001965,InterPro:IPR007110,InterPro:IPR011011,InterPro:IPR013083,InterPro:IPR019787
PLSCT00000018907	InterPro:IPR009836
PLSCT00000013532	InterPro:IPR021325
PLSCT00000000480	InterPro:IPR001810,InterPro:IPR006652,InterPro:IPR015916
PLSCT00000021588	InterPro:IPR000504,InterPro:IPR012677
PLSCT00000012519	InterPro:IPR001266,InterPro:IPR011991
PLSCT00000009635	InterPro:IPR018392
PLSCT00000008402	InterPro:IPR011666
PLSCT00000008962	InterPro:IPR006603,InterPro:IPR016817
PLSCT00000005346	InterPro:IPR008921,InterPro:IPR021886,InterPro:IPR032423
PLSCT00000005164	InterPro:IPR006153,InterPro:IPR014729
PLSCT00000000411	InterPro:IPR001085,InterPro:IPR015421,InterPro:IPR015424
PLSCT00000007118	InterPro:IPR000192,InterPro:IPR005302,InterPro:IPR005303,InterPro:IPR015421,InterPro:IPR015422,InterPro:IPR015424,InterPro:IPR028886
PLSCT00000012250	InterPro:IPR001487,InterPro:IPR001965,InterPro:IPR003888,InterPro:IPR011011,InterPro:IPR013083,InterPro:IPR018501,InterPro:IPR019786,InterPro:IPR019787,InterPro:IPR028941,InterPro:IPR028942
PLSCT00000003435	InterPro:IPR004342
PLSCT00000006046	InterPro:IPR007231,InterPro:IPR011990
PLSCT00000012506	InterPro:IPR024937
PLSCT00000011095	InterPro:IPR002016,InterPro:IPR010255
PLSCT00000019157	InterPro:IPR000717,InterPro:IPR011991,InterPro:IPR019585
PLSCT00000014276	InterPro:IPR000424,InterPro:IPR011344,InterPro:IPR012340
PLSCT00000016139	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR013320,InterPro:IPR018392
PLSCT00000010522	InterPro:IPR002035,InterPro:IPR004166,InterPro:IPR011009
PLSCT00000007325	InterPro:IPR014729,InterPro:IPR024909,InterPro:IPR032678
PLSCT00000004191	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR008271,InterPro:IPR011009
PLSCT00000017148	InterPro:IPR000717,InterPro:IPR011991,InterPro:IPR019585,InterPro:IPR033008
PLSCT00000000326	InterPro:IPR005821
PLSCT00000015729	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009
PLSCT00000007691	InterPro:IPR002219,InterPro:IPR004146
PLSCT00000013695	InterPro:IPR005304,InterPro:IPR029028
PLSCT00000004082	InterPro:IPR003952,InterPro:IPR003953,InterPro:IPR023753
PLSCT00000003591	InterPro:IPR002067,InterPro:IPR018108,InterPro:IPR023395
PLSCT00000014662	InterPro:IPR005100,InterPro:IPR005824,InterPro:IPR005825,InterPro:IPR006645,InterPro:IPR008991,InterPro:IPR017071,InterPro:IPR022581
PLSCT00000018158	InterPro:IPR001293,InterPro:IPR008974,InterPro:IPR013323
PLSCT00000016621	InterPro:IPR018117,InterPro:IPR029063,InterPro:IPR030380
PLSCT00000001038	InterPro:IPR000595,InterPro:IPR002110,InterPro:IPR014710,InterPro:IPR018490,InterPro:IPR020683
PLSCT00000002618	InterPro:IPR000047,InterPro:IPR001356,InterPro:IPR009057,InterPro:IPR017970
PLSCT00000005155	InterPro:IPR001810,InterPro:IPR015915
PLSCT00000001324	InterPro:IPR000406,InterPro:IPR014756,InterPro:IPR024792
PLSCT00000017245	InterPro:IPR010073,InterPro:IPR010918,InterPro:IPR016188
PLSCT00000010671	InterPro:IPR006634
PLSCT00000003675	InterPro:IPR013083
PLSCT00000017486	InterPro:IPR002067,InterPro:IPR002113,InterPro:IPR018108,InterPro:IPR023395
PLSCT00000001897	InterPro:IPR003439,InterPro:IPR027417
PLSCT00000011223	InterPro:IPR003338,InterPro:IPR003593,InterPro:IPR003959,InterPro:IPR004201,InterPro:IPR009010,InterPro:IPR027417,InterPro:IPR029067
PLSCT00000003855	InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR027417
PLSCT00000004963	InterPro:IPR007021
PLSCT00000020801	InterPro:IPR005378
PLSCT00000004168	InterPro:IPR000537,InterPro:IPR006370,InterPro:IPR030470,InterPro:IPR031103
PLSCT00000002943	InterPro:IPR003439,InterPro:IPR026082,InterPro:IPR027417
PLSCT00000021131	InterPro:IPR007934,InterPro:IPR012878
PLSCT00000006906	InterPro:IPR001848,InterPro:IPR018268,InterPro:IPR027486
PLSCT00000011966	InterPro:IPR009294
PLSCT00000008644	InterPro:IPR011990,InterPro:IPR013026,InterPro:IPR019734
PLSCT00000020268	InterPro:IPR012982
PLSCT00000003618	InterPro:IPR004143,InterPro:IPR004408
PLSCT00000002255	InterPro:IPR000795,InterPro:IPR004548,InterPro:IPR005225,InterPro:IPR009000,InterPro:IPR009022,InterPro:IPR027417,InterPro:IPR031157,InterPro:IPR032090
PLSCT00000002116	InterPro:IPR028071
PLSCT00000017030	InterPro:IPR001128,InterPro:IPR002401
PLSCT00000002096	InterPro:IPR000261,InterPro:IPR002048,InterPro:IPR011992
PLSCT00000008598	InterPro:IPR009080,InterPro:IPR014729,InterPro:IPR024909,InterPro:IPR032678
PLSCT00000001321	InterPro:IPR002913,InterPro:IPR023393
PLSCT00000001760	InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR011527,InterPro:IPR027417
PLSCT00000000684	InterPro:IPR000225,InterPro:IPR011989,InterPro:IPR016024
PLSCT00000005928	InterPro:IPR001810,InterPro:IPR015915
PLSCT00000014097	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009
PLSCT00000020954	InterPro:IPR033961
PLSCT00000016678	InterPro:IPR001611,InterPro:IPR016072,InterPro:IPR032675
PLSCT00000009308	InterPro:IPR027640
PLSCT00000011160	InterPro:IPR000217,InterPro:IPR002452,InterPro:IPR003008,InterPro:IPR008280,InterPro:IPR017975,InterPro:IPR018316,InterPro:IPR023123
PLSCT00000011163	InterPro:IPR000008,InterPro:IPR009836
PLSCT00000002802	InterPro:IPR029058
PLSCT00000010708	InterPro:IPR003890,InterPro:IPR003891,InterPro:IPR016021,InterPro:IPR016024
PLSCT00000011609	InterPro:IPR007034
PLSCT00000021402	InterPro:IPR013632,InterPro:IPR020588,InterPro:IPR027417
PLSCT00000014390	InterPro:IPR001752,InterPro:IPR027417,InterPro:IPR027640,InterPro:IPR031852
PLSCT00000016464	InterPro:IPR011009,InterPro:IPR016477
PLSCT00000003733	InterPro:IPR023566
PLSCT00000016167	InterPro:IPR000744,InterPro:IPR011990
PLSCT00000006761	InterPro:IPR011989,InterPro:IPR016024,InterPro:IPR025283
PLSCT00000000504	InterPro:IPR032698
PLSCT00000012237	InterPro:IPR000571
PLSCT00000014513	InterPro:IPR018022,InterPro:IPR027417
PLSCT00000019432	InterPro:IPR029030,InterPro:IPR033180
PLSCT00000011301	InterPro:IPR004217,InterPro:IPR027247
PLSCT00000019105	InterPro:IPR014898
PLSCT00000004022	InterPro:IPR011009
PLSCT00000016108	InterPro:IPR001752,InterPro:IPR019821,InterPro:IPR027417,InterPro:IPR027640
PLSCT00000001822	InterPro:IPR006121
PLSCT00000013576	InterPro:IPR004263
PLSCT00000009119	InterPro:IPR003718,InterPro:IPR015946
PLSCT00000014272	InterPro:IPR024990
PLSCT00000007530	InterPro:IPR020103
PLSCT00000012880	InterPro:IPR001854,InterPro:IPR010729
PLSCT00000020545	InterPro:IPR005828,InterPro:IPR020846
PLSCT00000020820	InterPro:IPR000158,InterPro:IPR003008,InterPro:IPR008280,InterPro:IPR018316,InterPro:IPR020805,InterPro:IPR024757
PLSCT00000007257	InterPro:IPR005485,InterPro:IPR025607
PLSCT00000001126	InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR017871,InterPro:IPR027417,InterPro:IPR032781
PLSCT00000005146	InterPro:IPR003347,InterPro:IPR003888,InterPro:IPR003889,InterPro:IPR004198
PLSCT00000014641	InterPro:IPR001569,InterPro:IPR011331,InterPro:IPR011332,InterPro:IPR018267
PLSCT00000013031	InterPro:IPR009686
PLSCT00000020097	InterPro:IPR019320
PLSCT00000015369	InterPro:IPR010987,InterPro:IPR012336
PLSCT00000000614	InterPro:IPR007603
PLSCT00000013977	InterPro:IPR011527
PLSCT00000005688	InterPro:IPR029021
PLSCT00000008551	InterPro:IPR001563,InterPro:IPR018202,InterPro:IPR029058,InterPro:IPR033124
PLSCT00000011172	InterPro:IPR000547,InterPro:IPR011990,InterPro:IPR016024
PLSCT00000003145	InterPro:IPR006109,InterPro:IPR006168,InterPro:IPR008927,InterPro:IPR011128,InterPro:IPR013328,InterPro:IPR016040
PLSCT00000002287	InterPro:IPR001320,InterPro:IPR001638
PLSCT00000013246	InterPro:IPR004574,InterPro:IPR027450
PLSCT00000009930	InterPro:IPR012595
PLSCT00000004657	InterPro:IPR013781,InterPro:IPR015883,InterPro:IPR017853
PLSCT00000020186	InterPro:IPR001763
PLSCT00000001431	InterPro:IPR017920
PLSCT00000005573	InterPro:IPR013924
PLSCT00000004165	InterPro:IPR008733
PLSCT00000012477	InterPro:IPR013525
PLSCT00000010546	InterPro:IPR001098,InterPro:IPR002298,InterPro:IPR002562,InterPro:IPR012337
PLSCT00000011502	InterPro:IPR002194,InterPro:IPR002423,InterPro:IPR012722,InterPro:IPR017998,InterPro:IPR027409,InterPro:IPR027410,InterPro:IPR027413
PLSCT00000008257	InterPro:IPR003245,InterPro:IPR008972
PLSCT00000011277	InterPro:IPR004045,InterPro:IPR004046,InterPro:IPR010987,InterPro:IPR012336
PLSCT00000005476	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR020472
PLSCT00000005427	InterPro:IPR015813,InterPro:IPR021135
PLSCT00000016369	InterPro:IPR013946
PLSCT00000008329	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009
PLSCT00000012772	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986
PLSCT00000019698	InterPro:IPR001251
PLSCT00000017860	InterPro:IPR000425,InterPro:IPR022357,InterPro:IPR023271
PLSCT00000000252	InterPro:IPR009880,InterPro:IPR011043,InterPro:IPR013783,InterPro:IPR014756,InterPro:IPR015202,InterPro:IPR015916
PLSCT00000012678	InterPro:IPR032710
PLSCT00000009505	InterPro:IPR001854,InterPro:IPR010729
PLSCT00000007724	InterPro:IPR003958,InterPro:IPR009072
PLSCT00000017211	InterPro:IPR000504,InterPro:IPR012677,InterPro:IPR024888
PLSCT00000013366	InterPro:IPR014830
PLSCT00000015165	InterPro:IPR007714
PLSCT00000003345	InterPro:IPR012392,InterPro:IPR013601,InterPro:IPR013747,InterPro:IPR016039
PLSCT00000016537	InterPro:IPR020966
PLSCT00000001965	InterPro:IPR012952
PLSCT00000002715	InterPro:IPR000073,InterPro:IPR016812,InterPro:IPR029058
PLSCT00000008260	InterPro:IPR004139,InterPro:IPR029044
PLSCT00000009374	InterPro:IPR013581
PLSCT00000019289	InterPro:IPR002937,InterPro:IPR004572,InterPro:IPR023753
PLSCT00000015712	InterPro:IPR001164
PLSCT00000008525	InterPro:IPR002130,InterPro:IPR003613,InterPro:IPR013083,InterPro:IPR020892,InterPro:IPR024936,InterPro:IPR027799,InterPro:IPR029000
PLSCT00000000849	InterPro:IPR002659
PLSCT00000016614	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986
PLSCT00000014796	InterPro:IPR001611,InterPro:IPR003591,InterPro:IPR032675
PLSCT00000001345	InterPro:IPR005821
PLSCT00000007359	InterPro:IPR001471,InterPro:IPR016177
PLSCT00000015864	InterPro:IPR001357,InterPro:IPR012309,InterPro:IPR012310,InterPro:IPR012340,InterPro:IPR016059,InterPro:IPR021536
PLSCT00000008132	InterPro:IPR000120,InterPro:IPR023631
PLSCT00000012124	InterPro:IPR001544
PLSCT00000012232	InterPro:IPR021827
PLSCT00000002938	InterPro:IPR002781
PLSCT00000012127	InterPro:IPR001680,InterPro:IPR004083,InterPro:IPR011989,InterPro:IPR015943,InterPro:IPR016024,InterPro:IPR017986,InterPro:IPR029347
PLSCT00000008384	InterPro:IPR000626,InterPro:IPR029071
PLSCT00000013135	InterPro:IPR000490,InterPro:IPR013781,InterPro:IPR017853
PLSCT00000009947	InterPro:IPR003347
PLSCT00000018874	InterPro:IPR005821
PLSCT00000016926	InterPro:IPR001576,InterPro:IPR015824,InterPro:IPR015901
PLSCT00000006796	InterPro:IPR001810
PLSCT00000017075	InterPro:IPR005225,InterPro:IPR006689,InterPro:IPR024156,InterPro:IPR027417
PLSCT00000018732	InterPro:IPR012020,InterPro:IPR022742,InterPro:IPR029058
PLSCT00000019355	InterPro:IPR002022,InterPro:IPR011050,InterPro:IPR012334,InterPro:IPR018082
PLSCT00000000419	InterPro:IPR002130,InterPro:IPR020892,InterPro:IPR024936,InterPro:IPR029000
PLSCT00000000521	InterPro:IPR001063,InterPro:IPR005721,InterPro:IPR018260
PLSCT00000020004	InterPro:IPR032416
PLSCT00000000835	InterPro:IPR003425
PLSCT00000011217	InterPro:IPR029071
PLSCT00000008883	InterPro:IPR001752,InterPro:IPR019821,InterPro:IPR027417,InterPro:IPR027640
PLSCT00000011187	InterPro:IPR005475,InterPro:IPR011603,InterPro:IPR029061,InterPro:IPR031717
PLSCT00000007577	InterPro:IPR002013,InterPro:IPR030069
PLSCT00000006279	InterPro:IPR000206,InterPro:IPR008932,InterPro:IPR013823,InterPro:IPR014719
PLSCT00000001102	InterPro:IPR019587,InterPro:IPR023393
PLSCT00000018153	InterPro:IPR003111,InterPro:IPR003959,InterPro:IPR027065,InterPro:IPR027417
PLSCT00000010530	InterPro:IPR012919
PLSCT00000005436	InterPro:IPR000960,InterPro:IPR016040,InterPro:IPR020946,InterPro:IPR023753
PLSCT00000014114	InterPro:IPR024166
PLSCT00000019262	InterPro:IPR000504,InterPro:IPR001876,InterPro:IPR012677
PLSCT00000007492	InterPro:IPR007705,InterPro:IPR010989
PLSCT00000004844	InterPro:IPR009880,InterPro:IPR011043,InterPro:IPR013783,InterPro:IPR014756,InterPro:IPR015202,InterPro:IPR015916
PLSCT00000020791	InterPro:IPR029063
PLSCT00000010748	InterPro:IPR003618
PLSCT00000015468	InterPro:IPR005814,InterPro:IPR015421,InterPro:IPR015422,InterPro:IPR015424
PLSCT00000013541	InterPro:IPR007434,InterPro:IPR016181
PLSCT00000000260	InterPro:IPR016024
PLSCT00000000455	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR017441
PLSCT00000018580	InterPro:IPR000322,InterPro:IPR017853,InterPro:IPR030458,InterPro:IPR033403
PLSCT00000005138	InterPro:IPR018618
PLSCT00000012702	InterPro:IPR003123
PLSCT00000001674	InterPro:IPR002871,InterPro:IPR011339
PLSCT00000016152	InterPro:IPR012423
PLSCT00000015066	InterPro:IPR026847,InterPro:IPR031642,InterPro:IPR031646
PLSCT00000003889	InterPro:IPR001805,InterPro:IPR002173,InterPro:IPR011611,InterPro:IPR029056
PLSCT00000001975	InterPro:IPR016024,InterPro:IPR033270
PLSCT00000007979	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986
PLSCT00000013689	InterPro:IPR001128,InterPro:IPR002401,InterPro:IPR017972
PLSCT00000008809	InterPro:IPR007246
PLSCT00000017527	InterPro:IPR008380,InterPro:IPR023214
PLSCT00000008114	InterPro:IPR001804,InterPro:IPR004429,InterPro:IPR019818,InterPro:IPR024084
PLSCT00000012209	InterPro:IPR001783,InterPro:IPR017938,InterPro:IPR023366,InterPro:IPR026017
PLSCT00000003929	InterPro:IPR005746,InterPro:IPR012336,InterPro:IPR013766,InterPro:IPR024491
PLSCT00000005169	InterPro:IPR004667
PLSCT00000019998	InterPro:IPR023614,InterPro:IPR027246
PLSCT00000007315	InterPro:IPR004263
PLSCT00000007143	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986
PLSCT00000017549	InterPro:IPR001611,InterPro:IPR003591,InterPro:IPR032675
PLSCT00000001910	InterPro:IPR028934
PLSCT00000013727	InterPro:IPR000467,InterPro:IPR022159,InterPro:IPR022783,InterPro:IPR024933
PLSCT00000004535	InterPro:IPR000218,InterPro:IPR019972
PLSCT00000008849	InterPro:IPR013765,InterPro:IPR020584,InterPro:IPR020587,InterPro:IPR027417
PLSCT00000016368	InterPro:IPR013216,InterPro:IPR025771,InterPro:IPR029063
PLSCT00000018876	InterPro:IPR001094,InterPro:IPR003097,InterPro:IPR008254,InterPro:IPR017927,InterPro:IPR017938,InterPro:IPR023173,InterPro:IPR029039
PLSCT00000006492	InterPro:IPR006909,InterPro:IPR011991,InterPro:IPR023093
PLSCT00000011577	InterPro:IPR000504,InterPro:IPR012677
PLSCT00000005664	InterPro:IPR002048,InterPro:IPR011992,InterPro:IPR018247,InterPro:IPR033177
PLSCT00000019908	InterPro:IPR004365,InterPro:IPR004591,InterPro:IPR007199,InterPro:IPR012340,InterPro:IPR013955,InterPro:IPR031657
PLSCT00000014071	InterPro:IPR001810,InterPro:IPR006553,InterPro:IPR032675
PLSCT00000012532	InterPro:IPR004709,InterPro:IPR006153,InterPro:IPR018422
PLSCT00000009116	InterPro:IPR012919
PLSCT00000010466	InterPro:IPR007856,InterPro:IPR008138,InterPro:IPR008139,InterPro:IPR011001
PLSCT00000016899	InterPro:IPR002195,InterPro:IPR004721,InterPro:IPR032466
PLSCT00000003402	InterPro:IPR003126,InterPro:IPR011991
PLSCT00000020488	InterPro:IPR029045
PLSCT00000001588	InterPro:IPR000891,InterPro:IPR005671,InterPro:IPR013709,InterPro:IPR013785
PLSCT00000016795	InterPro:IPR001373,InterPro:IPR011991,InterPro:IPR016158,InterPro:IPR016159,InterPro:IPR019559
PLSCT00000006672	InterPro:IPR009834,InterPro:IPR030189
PLSCT00000005142	InterPro:IPR029044
PLSCT00000002308	InterPro:IPR012170
PLSCT00000007262	InterPro:IPR012936
PLSCT00000006039	InterPro:IPR032009,InterPro:IPR032012
PLSCT00000010634	InterPro:IPR000757,InterPro:IPR008263,InterPro:IPR008264,InterPro:IPR010713,InterPro:IPR013320,InterPro:IPR016455
PLSCT00000020201	InterPro:IPR000262,InterPro:IPR012133,InterPro:IPR013785
PLSCT00000006855	InterPro:IPR001282,InterPro:IPR016040,InterPro:IPR019796,InterPro:IPR022674,InterPro:IPR022675
PLSCT00000020309	InterPro:IPR000184
PLSCT00000007196	InterPro:IPR018501
PLSCT00000005985	InterPro:IPR001650,InterPro:IPR011545,InterPro:IPR014001,InterPro:IPR027417
PLSCT00000001514	InterPro:IPR015943,InterPro:IPR017986
PLSCT00000013064	InterPro:IPR008972,InterPro:IPR011707
PLSCT00000001388	InterPro:IPR006510,InterPro:IPR006511,InterPro:IPR007818
