PLSCT00000016654	PFAM:PF02666
PLSCT00000014891	PFAM:PF12850
PLSCT00000011222	PFAM:PF00514
PLSCT00000014892	PFAM:PF14389
PLSCT00000021538	PFAM:PF13671
PLSCT00000001415	PFAM:PF07714
PLSCT00000008645	PFAM:PF13432
PLSCT00000010459	PFAM:PF05255
PLSCT00000020529	PFAM:PF16953,PFAM:PF17177
PLSCT00000013493	PFAM:PF02893
PLSCT00000006397	PFAM:PF03911
PLSCT00000011772	PFAM:PF11935
PLSCT00000009203	PFAM:PF01798
PLSCT00000011585	PFAM:PF00931,PFAM:PF13676
PLSCT00000007874	PFAM:PF04535
PLSCT00000009043	PFAM:PF01535,PFAM:PF13041,PFAM:PF13812
PLSCT00000009108	PFAM:PF01061
PLSCT00000006112	PFAM:PF03647
PLSCT00000015052	PFAM:PF16016
PLSCT00000006556	PFAM:PF07393
PLSCT00000020983	PFAM:PF07250,PFAM:PF09118
PLSCT00000001031	PFAM:PF00128
PLSCT00000020584	PFAM:PF06966
PLSCT00000020879	PFAM:PF00274
PLSCT00000012683	PFAM:PF00574
PLSCT00000001539	PFAM:PF04869
PLSCT00000001772	PFAM:PF00542,PFAM:PF16320
PLSCT00000020010	PFAM:PF00195
PLSCT00000015001	PFAM:PF00005,PFAM:PF00037,PFAM:PF04068
PLSCT00000016563	PFAM:PF01554
PLSCT00000017381	PFAM:PF10142
PLSCT00000013299	PFAM:PF02365
PLSCT00000000362	PFAM:PF03109
PLSCT00000008288	PFAM:PF00005
PLSCT00000009031	PFAM:PF00855
PLSCT00000020941	PFAM:PF11210,PFAM:PF16561
PLSCT00000021638	PFAM:PF03030
PLSCT00000008579	PFAM:PF00145
PLSCT00000010501	PFAM:PF02545
PLSCT00000005970	PFAM:PF00176
PLSCT00000007250	PFAM:PF04116
PLSCT00000007039	PFAM:PF05721
PLSCT00000018917	PFAM:PF00069,PFAM:PF13855
PLSCT00000003013	PFAM:PF10294
PLSCT00000006667	PFAM:PF04667
PLSCT00000019210	PFAM:PF01282
PLSCT00000018095	PFAM:PF01655
PLSCT00000012614	PFAM:PF01096,PFAM:PF02150
PLSCT00000018140	PFAM:PF08263
PLSCT00000017064	PFAM:PF08240
PLSCT00000004502	PFAM:PF13649
PLSCT00000017971	PFAM:PF00561
PLSCT00000018611	PFAM:PF00176,PFAM:PF00271,PFAM:PF12054
PLSCT00000007201	PFAM:PF00069
PLSCT00000000851	PFAM:PF01762
PLSCT00000000479	PFAM:PF00198,PFAM:PF00364,PFAM:PF02817
PLSCT00000002396	PFAM:PF01987
PLSCT00000011619	PFAM:PF00091
PLSCT00000013152	PFAM:PF11891
PLSCT00000017839	PFAM:PF01479,PFAM:PF01728
PLSCT00000013906	PFAM:PF08355
PLSCT00000019308	PFAM:PF13174,PFAM:PF13176,PFAM:PF13181
PLSCT00000009357	PFAM:PF05890
PLSCT00000013798	PFAM:PF04493
PLSCT00000013821	PFAM:PF00264,PFAM:PF12142,PFAM:PF12143
PLSCT00000019120	PFAM:PF00069
PLSCT00000002455	PFAM:PF02492
PLSCT00000017039	PFAM:PF04791
PLSCT00000003092	PFAM:PF00450
PLSCT00000003254	PFAM:PF06920
PLSCT00000000887	PFAM:PF10250
PLSCT00000006588	PFAM:PF00403
PLSCT00000013543	PFAM:PF04339
PLSCT00000001042	PFAM:PF08711
PLSCT00000020592	PFAM:PF01426,PFAM:PF07500
PLSCT00000013314	PFAM:PF00271,PFAM:PF04408,PFAM:PF07717
PLSCT00000011128	PFAM:PF01569
PLSCT00000019657	PFAM:PF00255
PLSCT00000009968	PFAM:PF10453
PLSCT00000021215	PFAM:PF01479
PLSCT00000018595	PFAM:PF13656
PLSCT00000005768	PFAM:PF02902
PLSCT00000016827	PFAM:PF03357
PLSCT00000009552	PFAM:PF01171
PLSCT00000020477	PFAM:PF00400
PLSCT00000004281	PFAM:PF04193
PLSCT00000012920	PFAM:PF00076,PFAM:PF00642
PLSCT00000019177	PFAM:PF12931
PLSCT00000014843	PFAM:PF00890,PFAM:PF02910
PLSCT00000005335	PFAM:PF00201
PLSCT00000019216	PFAM:PF00561
PLSCT00000012321	PFAM:PF01237
PLSCT00000019551	PFAM:PF00153
PLSCT00000007102	PFAM:PF06602
PLSCT00000021290	PFAM:PF07521,PFAM:PF13299
PLSCT00000007012	PFAM:PF01399
PLSCT00000006553	PFAM:PF05637
PLSCT00000010034	PFAM:PF01070
PLSCT00000018405	PFAM:PF00085,PFAM:PF13848
PLSCT00000011527	PFAM:PF07876
PLSCT00000012021	PFAM:PF13428
PLSCT00000006332	PFAM:PF12483,PFAM:PF13920
PLSCT00000019831	PFAM:PF00484
PLSCT00000006002	PFAM:PF02338
PLSCT00000014431	PFAM:PF02138
PLSCT00000012258	PFAM:PF02985,PFAM:PF13646
PLSCT00000016942	PFAM:PF01676,PFAM:PF06415
PLSCT00000018944	PFAM:PF01425
PLSCT00000006134	PFAM:PF01565
PLSCT00000017847	PFAM:PF01979
PLSCT00000006361	PFAM:PF01095,PFAM:PF04043
PLSCT00000003641	PFAM:PF12554
PLSCT00000009493	PFAM:PF00637,PFAM:PF01394,PFAM:PF09268,PFAM:PF13838
PLSCT00000014031	PFAM:PF00294
PLSCT00000008904	PFAM:PF10193
PLSCT00000016707	PFAM:PF00069
PLSCT00000015405	PFAM:PF00920
PLSCT00000012850	PFAM:PF00106,PFAM:PF13561
PLSCT00000001369	PFAM:PF02338
PLSCT00000011242	PFAM:PF15511
PLSCT00000012316	PFAM:PF02714
PLSCT00000008793	PFAM:PF04424
PLSCT00000015072	PFAM:PF05236
PLSCT00000008565	PFAM:PF01053
PLSCT00000013612	PFAM:PF00551
PLSCT00000003692	PFAM:PF12697
PLSCT00000018036	PFAM:PF00535
PLSCT00000007825	PFAM:PF00462
PLSCT00000003372	PFAM:PF01687
PLSCT00000018703	PFAM:PF00069
PLSCT00000007942	PFAM:PF09423
PLSCT00000003680	PFAM:PF02190
PLSCT00000011476	PFAM:PF03479
PLSCT00000016067	PFAM:PF10674
PLSCT00000017325	PFAM:PF03357
PLSCT00000007082	PFAM:PF00168,PFAM:PF00614
PLSCT00000015799	PFAM:PF03456
PLSCT00000017869	PFAM:PF03571
PLSCT00000017957	PFAM:PF05512
PLSCT00000005531	PFAM:PF14379
PLSCT00000008847	PFAM:PF00154
PLSCT00000009447	PFAM:PF12937
PLSCT00000011114	PFAM:PF00254
PLSCT00000005760	PFAM:PF04525
PLSCT00000011209	PFAM:PF00013,PFAM:PF00575,PFAM:PF01138,PFAM:PF03726
PLSCT00000015528	PFAM:PF01202
PLSCT00000008815	PFAM:PF00384,PFAM:PF09326,PFAM:PF10588,PFAM:PF13510
PLSCT00000016361	PFAM:PF13855
PLSCT00000005656	PFAM:PF01992
PLSCT00000003141	PFAM:PF10178
PLSCT00000000221	PFAM:PF00254
PLSCT00000006382	PFAM:PF00410
PLSCT00000019547	PFAM:PF01501
PLSCT00000010503	PFAM:PF00628
PLSCT00000000812	PFAM:PF00085
PLSCT00000018374	PFAM:PF01062
PLSCT00000003730	PFAM:PF00254
PLSCT00000011596	PFAM:PF02566
PLSCT00000013692	PFAM:PF00400,PFAM:PF13925
PLSCT00000004541	PFAM:PF00149
PLSCT00000017922	PFAM:PF02779,PFAM:PF16870
PLSCT00000002246	PFAM:PF00009,PFAM:PF03143,PFAM:PF03144
PLSCT00000000222	PFAM:PF05450
PLSCT00000002785	PFAM:PF01602,PFAM:PF02296,PFAM:PF02883
PLSCT00000004862	PFAM:PF00004,PFAM:PF01434
PLSCT00000005704	PFAM:PF14498
PLSCT00000009222	PFAM:PF00400
PLSCT00000010412	PFAM:PF01593
PLSCT00000005191	PFAM:PF06728
PLSCT00000018654	PFAM:PF05786
PLSCT00000008456	PFAM:PF00856
PLSCT00000005926	PFAM:PF05739,PFAM:PF14523
PLSCT00000004176	PFAM:PF00804
PLSCT00000012345	PFAM:PF00076
PLSCT00000004736	PFAM:PF01926,PFAM:PF06071
PLSCT00000012929	PFAM:PF00300
PLSCT00000013792	PFAM:PF00520
PLSCT00000011244	PFAM:PF01981
PLSCT00000001871	PFAM:PF08613
PLSCT00000017115	PFAM:PF01698
PLSCT00000000919	PFAM:PF00355,PFAM:PF08802
PLSCT00000001479	PFAM:PF13874
PLSCT00000004714	PFAM:PF05958
PLSCT00000019953	PFAM:PF06485
PLSCT00000016674	PFAM:PF01585
PLSCT00000021404	PFAM:PF00307,PFAM:PF03271
PLSCT00000006722	PFAM:PF00722,PFAM:PF06955
PLSCT00000015585	PFAM:PF03009
PLSCT00000012632	PFAM:PF00743
PLSCT00000014643	PFAM:PF03810
PLSCT00000002760	PFAM:PF04981
PLSCT00000003786	PFAM:PF00069
PLSCT00000001587	PFAM:PF07228
PLSCT00000004353	PFAM:PF06592
PLSCT00000009348	PFAM:PF07714
PLSCT00000008303	PFAM:PF00012
PLSCT00000016860	PFAM:PF01535,PFAM:PF13041,PFAM:PF14432
PLSCT00000004152	PFAM:PF01363
PLSCT00000003243	PFAM:PF03473,PFAM:PF03476
PLSCT00000005382	PFAM:PF01743
PLSCT00000010900	PFAM:PF10198
PLSCT00000002953	PFAM:PF00462
PLSCT00000003840	PFAM:PF01532
PLSCT00000004957	PFAM:PF04564
PLSCT00000017845	PFAM:PF04280
PLSCT00000002141	PFAM:PF01246
PLSCT00000016391	PFAM:PF02475
PLSCT00000015135	PFAM:PF00004
PLSCT00000000387	PFAM:PF01512,PFAM:PF10531,PFAM:PF10589
PLSCT00000000223	PFAM:PF05450
PLSCT00000020601	PFAM:PF00298,PFAM:PF03946
PLSCT00000008131	PFAM:PF06102
PLSCT00000010886	PFAM:PF00005,PFAM:PF01061,PFAM:PF08370
PLSCT00000014948	PFAM:PF00561
PLSCT00000004430	PFAM:PF02361
PLSCT00000005429	PFAM:PF07714,PFAM:PF12796
PLSCT00000009769	PFAM:PF13863
PLSCT00000014323	PFAM:PF07842,PFAM:PF15458
PLSCT00000000900	PFAM:PF03556
PLSCT00000003277	PFAM:PF03151
PLSCT00000002004	PFAM:PF04305
PLSCT00000010427	PFAM:PF01425
PLSCT00000007471	PFAM:PF00083
PLSCT00000019315	PFAM:PF12171
PLSCT00000015661	PFAM:PF05089
PLSCT00000008238	PFAM:PF12906
PLSCT00000013026	PFAM:PF16582
PLSCT00000019902	PFAM:PF00481
PLSCT00000018047	PFAM:PF00004,PFAM:PF14363
PLSCT00000019569	PFAM:PF02978
PLSCT00000002127	PFAM:PF03000
PLSCT00000001443	PFAM:PF01014
PLSCT00000009188	PFAM:PF03798
PLSCT00000002254	PFAM:PF00025
PLSCT00000011067	PFAM:PF07250,PFAM:PF09118
PLSCT00000003562	PFAM:PF00266,PFAM:PF01053
PLSCT00000021210	PFAM:PF05008
PLSCT00000017897	PFAM:PF00390
PLSCT00000011843	PFAM:PF00168
PLSCT00000009974	PFAM:PF02383
PLSCT00000015314	PFAM:PF01411,PFAM:PF07973
PLSCT00000015654	PFAM:PF03464,PFAM:PF03465
PLSCT00000008496	PFAM:PF07728
PLSCT00000018781	PFAM:PF08534
PLSCT00000019368	PFAM:PF04084
PLSCT00000017613	PFAM:PF02684
PLSCT00000011085	PFAM:PF04910
PLSCT00000011126	PFAM:PF03321
PLSCT00000006827	PFAM:PF00004
PLSCT00000009723	PFAM:PF00494
PLSCT00000010960	PFAM:PF14138
PLSCT00000017090	PFAM:PF13740
PLSCT00000005722	PFAM:PF13837
PLSCT00000008560	PFAM:PF00450
PLSCT00000009676	PFAM:PF06427
PLSCT00000012659	PFAM:PF00576,PFAM:PF09349
PLSCT00000008325	PFAM:PF03514
PLSCT00000017037	PFAM:PF04791
PLSCT00000020932	PFAM:PF03479
PLSCT00000000584	PFAM:PF00504
PLSCT00000005904	PFAM:PF00332
PLSCT00000016181	PFAM:PF00069
PLSCT00000001710	PFAM:PF02229
PLSCT00000000637	PFAM:PF00076,PFAM:PF15519
PLSCT00000006477	PFAM:PF01369,PFAM:PF12783
PLSCT00000006627	PFAM:PF00195,PFAM:PF02797
PLSCT00000011923	PFAM:PF00833
PLSCT00000002019	PFAM:PF00924
PLSCT00000011790	PFAM:PF01321,PFAM:PF16189
PLSCT00000019993	PFAM:PF00069
PLSCT00000016419	PFAM:PF04733
PLSCT00000001380	PFAM:PF00125
PLSCT00000015841	PFAM:PF04607,PFAM:PF13328
PLSCT00000014466	PFAM:PF03357
PLSCT00000017152	PFAM:PF00400
PLSCT00000020063	PFAM:PF00349,PFAM:PF03727
PLSCT00000007645	PFAM:PF00179
PLSCT00000000755	PFAM:PF00085,PFAM:PF13848
PLSCT00000013850	PFAM:PF03650
PLSCT00000001222	PFAM:PF00736
PLSCT00000012978	PFAM:PF01820,PFAM:PF07478
PLSCT00000018436	PFAM:PF00203
PLSCT00000000404	PFAM:PF01764
PLSCT00000005968	PFAM:PF01979
PLSCT00000006713	PFAM:PF00122,PFAM:PF00689,PFAM:PF00690,PFAM:PF00702
PLSCT00000006914	PFAM:PF05096
PLSCT00000014375	PFAM:PF00069,PFAM:PF00433
PLSCT00000007425	PFAM:PF00657
PLSCT00000001312	PFAM:PF01529
PLSCT00000002023	PFAM:PF00394,PFAM:PF07731
PLSCT00000003103	PFAM:PF03124
PLSCT00000014241	PFAM:PF00400,PFAM:PF12234
PLSCT00000004109	PFAM:PF01425
PLSCT00000002258	PFAM:PF13415
PLSCT00000011236	PFAM:PF07719,PFAM:PF13432
PLSCT00000019036	PFAM:PF04142
PLSCT00000015337	PFAM:PF06859,PFAM:PF13847
PLSCT00000000596	PFAM:PF06838
PLSCT00000018515	PFAM:PF02390
PLSCT00000002237	PFAM:PF00005
PLSCT00000008503	PFAM:PF03874
PLSCT00000010309	PFAM:PF07714
PLSCT00000003776	PFAM:PF01535,PFAM:PF13041
PLSCT00000013802	PFAM:PF05057
PLSCT00000007472	PFAM:PF00448,PFAM:PF02881
PLSCT00000005512	PFAM:PF00332
PLSCT00000011098	PFAM:PF00646
PLSCT00000019457	PFAM:PF01344
PLSCT00000003638	PFAM:PF00160
PLSCT00000002630	PFAM:PF00487,PFAM:PF11960
PLSCT00000018081	PFAM:PF17184
PLSCT00000004404	PFAM:PF07714
PLSCT00000002261	PFAM:PF13419
PLSCT00000004388	PFAM:PF01565,PFAM:PF04030
PLSCT00000004833	PFAM:PF00174
PLSCT00000011687	PFAM:PF01074,PFAM:PF07748,PFAM:PF09261
PLSCT00000011998	PFAM:PF00856
PLSCT00000007849	PFAM:PF01370
PLSCT00000004731	PFAM:PF02485
PLSCT00000020896	PFAM:PF06842
PLSCT00000014611	PFAM:PF00623,PFAM:PF04983,PFAM:PF04998,PFAM:PF05000
PLSCT00000010877	PFAM:PF00587,PFAM:PF03129
PLSCT00000016534	PFAM:PF00520
PLSCT00000010011	PFAM:PF03600
PLSCT00000016153	PFAM:PF06916
PLSCT00000008734	PFAM:PF00248
PLSCT00000015431	PFAM:PF01612
PLSCT00000003487	PFAM:PF09329
PLSCT00000018074	PFAM:PF03029
PLSCT00000021415	PFAM:PF00266
PLSCT00000021100	PFAM:PF00501,PFAM:PF16177
PLSCT00000021551	PFAM:PF07250
PLSCT00000002860	PFAM:PF01554
PLSCT00000002834	PFAM:PF05347
PLSCT00000002548	PFAM:PF03803
PLSCT00000004382	PFAM:PF13419
PLSCT00000004781	PFAM:PF01105
PLSCT00000017777	PFAM:PF00122,PFAM:PF00689,PFAM:PF00690,PFAM:PF00702,PFAM:PF12515
PLSCT00000014708	PFAM:PF05348
PLSCT00000009141	PFAM:PF07714
PLSCT00000017197	PFAM:PF00009,PFAM:PF03144
PLSCT00000007412	PFAM:PF11926
PLSCT00000009990	PFAM:PF00069
PLSCT00000014738	PFAM:PF00953
PLSCT00000019898	PFAM:PF06108
PLSCT00000009569	PFAM:PF00067
PLSCT00000007264	PFAM:PF00107,PFAM:PF16884
PLSCT00000018188	PFAM:PF00300,PFAM:PF00686,PFAM:PF01591
PLSCT00000017823	PFAM:PF01266
PLSCT00000014792	PFAM:PF16529
PLSCT00000002819	PFAM:PF00955
PLSCT00000009307	PFAM:PF00225
PLSCT00000011895	PFAM:PF13242
PLSCT00000004635	PFAM:PF00010
PLSCT00000000565	PFAM:PF16135
PLSCT00000016486	PFAM:PF05903
PLSCT00000016332	PFAM:PF00069
PLSCT00000010850	PFAM:PF00887
PLSCT00000011186	PFAM:PF00637,PFAM:PF12451,PFAM:PF17122
PLSCT00000017012	PFAM:PF10184
PLSCT00000002457	PFAM:PF10609
PLSCT00000009675	PFAM:PF00128
PLSCT00000006148	PFAM:PF00403
PLSCT00000019393	PFAM:PF00646,PFAM:PF01344
PLSCT00000016072	PFAM:PF00230
PLSCT00000016529	PFAM:PF12325,PFAM:PF12329
PLSCT00000005820	PFAM:PF00069,PFAM:PF00139
PLSCT00000006549	PFAM:PF00168,PFAM:PF00387
PLSCT00000011925	PFAM:PF00067
PLSCT00000018077	PFAM:PF06549
PLSCT00000017974	PFAM:PF00069
PLSCT00000015764	PFAM:PF00270
PLSCT00000021221	PFAM:PF00657
PLSCT00000020643	PFAM:PF01554
PLSCT00000009172	PFAM:PF02364,PFAM:PF14288
PLSCT00000001783	PFAM:PF02453
PLSCT00000016248	PFAM:PF01645
PLSCT00000001387	PFAM:PF02705
PLSCT00000007839	PFAM:PF12799,PFAM:PF14580
PLSCT00000005930	PFAM:PF07014,PFAM:PF07231
PLSCT00000019380	PFAM:PF01336,PFAM:PF08784
PLSCT00000001474	PFAM:PF00076
PLSCT00000011785	PFAM:PF04148
PLSCT00000021197	PFAM:PF01926
PLSCT00000020320	PFAM:PF00270
PLSCT00000007192	PFAM:PF00230
PLSCT00000011620	PFAM:PF00091
PLSCT00000021331	PFAM:PF01138
PLSCT00000016718	PFAM:PF02492
PLSCT00000016456	PFAM:PF00069,PFAM:PF13405
PLSCT00000005809	PFAM:PF00266
PLSCT00000005657	PFAM:PF01055,PFAM:PF13802,PFAM:PF16863
PLSCT00000001367	PFAM:PF00082,PFAM:PF12580
PLSCT00000020899	PFAM:PF04869,PFAM:PF04871
PLSCT00000013396	PFAM:PF00071
PLSCT00000000469	PFAM:PF02146
PLSCT00000000414	PFAM:PF00271
PLSCT00000020948	PFAM:PF06472
PLSCT00000014568	PFAM:PF00179
PLSCT00000013090	PFAM:PF00005
PLSCT00000018078	PFAM:PF01451
PLSCT00000006094	PFAM:PF00076
PLSCT00000015508	PFAM:PF03997
PLSCT00000020855	PFAM:PF00456
PLSCT00000012890	PFAM:PF05116,PFAM:PF08472
PLSCT00000015676	PFAM:PF00270
PLSCT00000011955	PFAM:PF00543
PLSCT00000019028	PFAM:PF03514
PLSCT00000008841	PFAM:PF13589
PLSCT00000020554	PFAM:PF00684,PFAM:PF01556
PLSCT00000001668	PFAM:PF00230
PLSCT00000001142	PFAM:PF00069,PFAM:PF00139
PLSCT00000020751	PFAM:PF00006
PLSCT00000018870	PFAM:PF16166
PLSCT00000017680	PFAM:PF00069,PFAM:PF00139
PLSCT00000015937	PFAM:PF02492
PLSCT00000013029	PFAM:PF01667
PLSCT00000012055	PFAM:PF02631
PLSCT00000008999	PFAM:PF00400
PLSCT00000013030	PFAM:PF04434
PLSCT00000004470	PFAM:PF00724
PLSCT00000002718	PFAM:PF01494
PLSCT00000000610	PFAM:PF00190
PLSCT00000007976	PFAM:PF07714
PLSCT00000011610	PFAM:PF00520
PLSCT00000003477	PFAM:PF06799
PLSCT00000014952	PFAM:PF13621
PLSCT00000019209	PFAM:PF03810,PFAM:PF08389
PLSCT00000020166	PFAM:PF00134,PFAM:PF16899
PLSCT00000004672	PFAM:PF02320
PLSCT00000021095	PFAM:PF00701
PLSCT00000011249	PFAM:PF01466,PFAM:PF03931
PLSCT00000009584	PFAM:PF14791
PLSCT00000001610	PFAM:PF08263
PLSCT00000012750	PFAM:PF01593
PLSCT00000006570	PFAM:PF00118
PLSCT00000002355	PFAM:PF00190
PLSCT00000011060	PFAM:PF01602
PLSCT00000020462	PFAM:PF00675
PLSCT00000017266	PFAM:PF10075
PLSCT00000012849	PFAM:PF13225
PLSCT00000000725	PFAM:PF00481
PLSCT00000021648	PFAM:PF03953
PLSCT00000006247	PFAM:PF04909
PLSCT00000001176	PFAM:PF02536
PLSCT00000016024	PFAM:PF00759
PLSCT00000015934	PFAM:PF02492
PLSCT00000021205	PFAM:PF00270,PFAM:PF00271
PLSCT00000009789	PFAM:PF00248
PLSCT00000006701	PFAM:PF00224,PFAM:PF02887
PLSCT00000017318	PFAM:PF00227
PLSCT00000015882	PFAM:PF03798
PLSCT00000015246	PFAM:PF03000
PLSCT00000005426	PFAM:PF00311
PLSCT00000003600	PFAM:PF06972
PLSCT00000006622	PFAM:PF00570,PFAM:PF14493
PLSCT00000005647	PFAM:PF00520
PLSCT00000007786	PFAM:PF08609
PLSCT00000008024	PFAM:PF01676,PFAM:PF06415
PLSCT00000012389	PFAM:PF00571,PFAM:PF00654
PLSCT00000013162	PFAM:PF02560
PLSCT00000021545	PFAM:PF06273
PLSCT00000004603	PFAM:PF15511
PLSCT00000003151	PFAM:PF13537
PLSCT00000009612	PFAM:PF14279
PLSCT00000015084	PFAM:PF02148,PFAM:PF07576,PFAM:PF13639
PLSCT00000003632	PFAM:PF00004
PLSCT00000019321	PFAM:PF01602,PFAM:PF02883,PFAM:PF04419,PFAM:PF12907
PLSCT00000013076	PFAM:PF00632
PLSCT00000004308	PFAM:PF08662
PLSCT00000020377	PFAM:PF02517
PLSCT00000010388	PFAM:PF02990
PLSCT00000009734	PFAM:PF00202
PLSCT00000009559	PFAM:PF01557
PLSCT00000018500	PFAM:PF00091,PFAM:PF03953
PLSCT00000008638	PFAM:PF00403
PLSCT00000018181	PFAM:PF13417
PLSCT00000001188	PFAM:PF00069
PLSCT00000018388	PFAM:PF02797
PLSCT00000008851	PFAM:PF00314
PLSCT00000004955	PFAM:PF00514
PLSCT00000019747	PFAM:PF00083
PLSCT00000015248	PFAM:PF03949
PLSCT00000012431	PFAM:PF01204
PLSCT00000006158	PFAM:PF00170,PFAM:PF12498
PLSCT00000009335	PFAM:PF14709
PLSCT00000013004	PFAM:PF00025
PLSCT00000021195	PFAM:PF02531
PLSCT00000018895	PFAM:PF01237
PLSCT00000013552	PFAM:PF00071
PLSCT00000010545	PFAM:PF08669
PLSCT00000000436	PFAM:PF01092
PLSCT00000011523	PFAM:PF03009
PLSCT00000006876	PFAM:PF02902
PLSCT00000007985	PFAM:PF00781
PLSCT00000008249	PFAM:PF09786
PLSCT00000018447	PFAM:PF10250
PLSCT00000008716	PFAM:PF03016
PLSCT00000008213	PFAM:PF01728
PLSCT00000006679	PFAM:PF13516
PLSCT00000008884	PFAM:PF00076
PLSCT00000001649	PFAM:PF00076,PFAM:PF07744
PLSCT00000002310	PFAM:PF00289,PFAM:PF02786
PLSCT00000015552	PFAM:PF00005,PFAM:PF06472
PLSCT00000004003	PFAM:PF12766
PLSCT00000017587	PFAM:PF00005,PFAM:PF00664
PLSCT00000008755	PFAM:PF05007
PLSCT00000004372	PFAM:PF00262
PLSCT00000014376	PFAM:PF00069,PFAM:PF00433
PLSCT00000019369	PFAM:PF00076
PLSCT00000016686	PFAM:PF05996
PLSCT00000015993	PFAM:PF00378
PLSCT00000012180	PFAM:PF04819
PLSCT00000006375	PFAM:PF00847
PLSCT00000012133	PFAM:PF00069,PFAM:PF06479
PLSCT00000006489	PFAM:PF14822
PLSCT00000006680	PFAM:PF00125,PFAM:PF16211
PLSCT00000017550	PFAM:PF00231
PLSCT00000014817	PFAM:PF13962
PLSCT00000019810	PFAM:PF00149
PLSCT00000005437	PFAM:PF05742
PLSCT00000020559	PFAM:PF00225
PLSCT00000017405	PFAM:PF00270
PLSCT00000018454	PFAM:PF11909
PLSCT00000020737	PFAM:PF12022
PLSCT00000007673	PFAM:PF01501
PLSCT00000017762	PFAM:PF16974
PLSCT00000016196	PFAM:PF00614
PLSCT00000017443	PFAM:PF03343
PLSCT00000019959	PFAM:PF01131,PFAM:PF01751
PLSCT00000006184	PFAM:PF04909
PLSCT00000016383	PFAM:PF00327,PFAM:PF08079
PLSCT00000021510	PFAM:PF00076
PLSCT00000014676	PFAM:PF00432
PLSCT00000005108	PFAM:PF00646
PLSCT00000018184	PFAM:PF00271,PFAM:PF04851
PLSCT00000015747	PFAM:PF05147
PLSCT00000001765	PFAM:PF14676,PFAM:PF14680
PLSCT00000016703	PFAM:PF00481
PLSCT00000002250	PFAM:PF09737
PLSCT00000002527	PFAM:PF10218
PLSCT00000003917	PFAM:PF00293
PLSCT00000001660	PFAM:PF04481
PLSCT00000008069	PFAM:PF06749
PLSCT00000017610	PFAM:PF03254
PLSCT00000020245	PFAM:PF00198,PFAM:PF00364,PFAM:PF02817
PLSCT00000015030	PFAM:PF13520
PLSCT00000020781	PFAM:PF00010
PLSCT00000015668	PFAM:PF16321
PLSCT00000009170	PFAM:PF02364
PLSCT00000020016	PFAM:PF07992
PLSCT00000007663	PFAM:PF02544
PLSCT00000007587	PFAM:PF09177
PLSCT00000018145	PFAM:PF01553
PLSCT00000019252	PFAM:PF00628
PLSCT00000006282	PFAM:PF05193
PLSCT00000009251	PFAM:PF05743,PFAM:PF09454
PLSCT00000010093	PFAM:PF01515,PFAM:PF07085
PLSCT00000014103	PFAM:PF05983
PLSCT00000016336	PFAM:PF02254
PLSCT00000004658	PFAM:PF01798,PFAM:PF09785
PLSCT00000021445	PFAM:PF00248
PLSCT00000019886	PFAM:PF00445
PLSCT00000012579	PFAM:PF01535,PFAM:PF13041,PFAM:PF14432
PLSCT00000011101	PFAM:PF01161
PLSCT00000016061	PFAM:PF14700
PLSCT00000009632	PFAM:PF00179
PLSCT00000017104	PFAM:PF00091,PFAM:PF03953
PLSCT00000000500	PFAM:PF00106
PLSCT00000013378	PFAM:PF00397,PFAM:PF01846
PLSCT00000020762	PFAM:PF02780
PLSCT00000012336	PFAM:PF05277
PLSCT00000007354	PFAM:PF01991
PLSCT00000020364	PFAM:PF00069,PFAM:PF00560,PFAM:PF08263
PLSCT00000009343	PFAM:PF12049
PLSCT00000017269	PFAM:PF05383
PLSCT00000007687	PFAM:PF02985,PFAM:PF03810,PFAM:PF13513
PLSCT00000018854	PFAM:PF08534
PLSCT00000004386	PFAM:PF13419
PLSCT00000014895	PFAM:PF00026,PFAM:PF03489,PFAM:PF05184
PLSCT00000016173	PFAM:PF00270
PLSCT00000000238	PFAM:PF00160
PLSCT00000019630	PFAM:PF00651,PFAM:PF03000
PLSCT00000019395	PFAM:PF13839
PLSCT00000009514	PFAM:PF14222,PFAM:PF14225,PFAM:PF14228
PLSCT00000003662	PFAM:PF04499
PLSCT00000021371	PFAM:PF06102
PLSCT00000015639	PFAM:PF04832
PLSCT00000002913	PFAM:PF00072,PFAM:PF00512,PFAM:PF02518,PFAM:PF05231
PLSCT00000018250	PFAM:PF13646
PLSCT00000001493	PFAM:PF03962
PLSCT00000012534	PFAM:PF00999
PLSCT00000001026	PFAM:PF13847
PLSCT00000011565	PFAM:PF10347,PFAM:PF10351
PLSCT00000012415	PFAM:PF07479
PLSCT00000003349	PFAM:PF00012
PLSCT00000010727	PFAM:PF01764
PLSCT00000008767	PFAM:PF03171,PFAM:PF14226
PLSCT00000007869	PFAM:PF00650
PLSCT00000017268	PFAM:PF03195
PLSCT00000006763	PFAM:PF02207
PLSCT00000014669	PFAM:PF06414
PLSCT00000013228	PFAM:PF00443
PLSCT00000020156	PFAM:PF00626,PFAM:PF04810,PFAM:PF04811,PFAM:PF04815,PFAM:PF08033
PLSCT00000007545	PFAM:PF13424
PLSCT00000004146	PFAM:PF00899
PLSCT00000021540	PFAM:PF01602
PLSCT00000004439	PFAM:PF00069,PFAM:PF00931
PLSCT00000018740	PFAM:PF07714
PLSCT00000009112	PFAM:PF03416
